IntercompanyNo,CompanyCode,FiscalYear,DocumentNo
9902,16295,1981,0994094385
9902,64858,2023,8052523994
9902,87999,1975,4281078843
6651,44141,2008,6856049037
6651,2387,1985,4966335778
8667,83952,2017,0668922220
6510,64311,1984,7682498521
6510,77109,2016,6470517834
6510,47103,1979,0043646194
1528,68146,1989,5245252252
3032,96892,2002,4122795636
3032,97824,2004,6168787803
3032,64932,2014,5816638965
3979,95700,2020,3202327988
3979,99551,2015,2081237350
3979,25331,2014,8221796490
5202,45003,2015,9915888413
5202,80870,2007,8313050004
2551,23681,2004,0510486707
2551,86215,2005,3037768697
9409,84630,2021,6247034727
9409,64842,2003,3623995400
9628,2420,2023,2831680679
5437,33960,1986,0615108854
9924,80087,2006,6116149811
7925,49715,1999,8373494979
2159,59885,2005,3479781425
2159,51511,1971,4066104907
2159,82517,2014,5018975370
8964,93112,1987,2841968967
2565,87806,1996,2751224180
2565,10052,1980,2182290645
7660,60490,2017,7733217829
7660,28971,2007,1126077025
7660,73313,2008,1643577325
6369,13379,2023,2604003515
6369,49323,2000,3820535609
6369,5987,2021,0885157425
7530,78287,2020,8297933980
7530,54772,2013,8673382563
7530,99796,1991,6942947994
7746,14141,2003,2641929377
7746,64593,1995,5697019109
7746,60510,1974,1067991243
305,9423,2001,4751735229
305,95760,1970,2743447767
2582,92323,1979,4073989741
5054,87432,1983,9639635849
5054,73419,1972,8466604409
1566,36200,2021,4745977310
4139,93111,2004,4086377375
6070,82168,2021,9252139381
6070,71993,1970,9137981535
2621,92571,1978,2563620032
2621,30792,2007,5911304209
6558,30961,2022,2490515419
6558,66389,1980,1954988722
8861,91774,2011,1750781352
8861,83393,1991,1771216406
8861,23527,1988,4404914815
9521,91643,1996,0018012478
9521,42331,2012,8258330382
9521,90845,1983,6320348267
4994,64608,2000,3975492334
4994,9024,2021,9457784312
4994,34910,2014,1357363696
6481,81189,2004,6143928807
5619,42233,2022,0805215139
5619,14762,2020,2109225383
8657,8880,2022,0182377516
455,3024,1973,9384094670
455,30733,2017,8391429232
241,81781,1999,1421107028
241,13778,1988,1904388249
1023,33399,1995,1851502312
1023,25504,1973,0175605654
4383,15118,2019,7564223304
4383,74515,2004,2849323781
4098,27452,1998,8999453960
4098,86421,1993,7598941427
4098,29053,1998,6439929482
8808,19270,1989,0788067671
8808,21388,1987,0098512099
8808,36691,1988,7000266098
819,34131,2013,1282653257
819,11883,2005,3898804065
2209,44183,2023,2583779204
2209,97999,1997,0026117285
2209,19618,1985,0737145083
1557,82212,2023,3539658810
1557,33202,1978,7778820693
188,840,1987,9415265590
188,14087,2011,3174829917
8435,50873,1983,5082950469
8435,29514,1980,2766244850
2690,86926,2002,6573352817
2690,81226,1973,8655055567
2690,2034,1986,4205355051
6493,66652,1986,0131311607
1898,36195,1986,6473827011
1898,75585,2000,1343585097
6564,32087,1985,1730923256
6564,89138,2015,1353558794
1738,13463,1972,1601591953
1738,30402,2007,8694183663
9145,26898,1972,0509332556
7185,25403,1982,8403249939
7185,94123,2007,1022990603
9612,47103,1971,4603173019
9612,46820,2005,0472526772
9612,67231,1981,8109061603
2500,16956,2022,1513865921
2500,24953,2006,7020484134
2500,194,2005,1377937756
3609,73921,1974,2750075824
3609,48668,1991,1161341246
3609,9122,2023,1689041278
7956,58890,2023,3130330675
7956,41679,2022,0667367746
7956,22486,2014,5353017844
4576,45876,2013,0893068125
4576,35734,2016,4935991606
9844,80143,2011,7975635244
9844,10764,1994,5528847117
9844,98406,2012,1869695470
4429,71105,1999,8170091724
8464,18572,2021,9215731164
3417,8495,1990,5626072585
9581,28503,1972,7513385142
7026,68984,2012,9701270245
7026,49575,2018,8668418531
5584,59704,1999,5947315686
2744,18723,1982,2720997791
2744,22674,1991,0643403130
2744,44578,2010,9693500921
8069,49312,1994,9691636529
6800,53906,1974,9905123976
6800,29362,1972,7680603677
2271,84194,2014,0639000747
3569,58856,2021,6079967779
3569,12156,1972,3064934315
3569,28422,1987,8912909508
6810,53011,1991,2261439799
1340,91864,2024,0587892804
1340,26398,1981,6415901590
1340,3805,1971,1065708439
618,24484,2018,9107854190
618,82849,2020,0718343296
618,5961,2015,2711557894
4591,22047,1996,0236976835
6513,8609,2012,4473572425
6513,14022,2012,7337318837
6513,5411,1999,4095817220
6785,46966,1985,2242061892
6785,85305,1988,8918574629
4607,69986,2024,6119229303
4607,25809,1974,7713461454
4607,2772,1987,1840700855
1201,4919,1998,1479661359
1201,64893,1977,6429373537
5071,10111,1998,5515472876
5071,43614,1994,6813836336
2376,20299,1996,8392371149
1295,60632,2014,4891787593
1295,37236,2017,6515666011
1295,57864,2008,8888021861
9927,43104,1980,7783851721
9927,4786,2009,0163212119
9927,8602,2001,6664124789
8306,8636,2010,5599572647
8306,6468,2004,0864990348
8306,75545,2003,9023638700
6523,42245,1981,6160673964
6523,84657,2004,0602801218
1139,76805,2024,6431561190
1216,95945,1974,5364361833
1216,26867,1994,7200092799
4038,97003,1974,8124152737
4038,92028,1979,3067351969
6797,98757,1996,1787267405
9659,10259,1979,8981734035
8634,24068,1991,1204019878
8634,23472,2018,1905872146
8634,28661,1977,7438574435
2626,64514,2006,3735891326
2626,46137,2000,9063578189
2626,60544,2017,6788093688
7227,67356,2019,6956099273
7227,82897,1989,8809694360
7227,79720,1991,2238743141
7410,1398,1983,8826879430
7410,39343,1999,4120400411
389,66999,2019,6762515290
389,20214,1999,0731304524
389,71996,1972,4187649559
1303,83621,1973,0733730815
1303,91772,2015,7303544956
1303,68797,1998,8904750143
9794,68953,2016,7542336211
9794,76259,2007,3690991817
9794,25381,2000,1946563590
2948,7288,1984,8914069567
3207,71566,2012,2961956063
3207,37221,2004,7932745733
5359,44094,2016,1475024994
5359,88964,2018,7462716005
2287,7267,2012,4772442075
2287,49128,2003,2004339531
2287,60553,2017,2887303445
3234,39344,1989,3113063010
8231,68191,2002,3994830668
8231,83275,2016,3967152619
7236,10538,1994,5907811247
6094,67893,1980,2262020188
9115,54856,2002,8641138804
9115,42609,2018,5551847477
7342,31709,2002,9737311248
3397,51144,1982,7846934597
3397,47260,2004,4423182946
3397,93195,1988,2550542124
3459,93786,2023,5991579879
3459,75572,2002,8544329549
1115,92323,1994,7570585931
7858,46900,2011,6113493107
7858,98411,1977,2485459968
7678,78219,1972,6589269759
7678,48471,1982,8121328094
7678,51547,1973,6590321115
4017,71686,2020,9766587410
4017,3961,1974,9745182148
53,15567,1973,5746233441
510,73160,2020,5871648632
510,8341,2006,4852867578
510,53536,1991,1932241888
487,53981,1975,2104352680
487,42922,1981,0010588593
3688,80880,2012,8638116527
3688,37565,2003,8918523367
4108,16966,2020,8499960473
4108,50448,1977,7482234477
4108,67816,1994,9089695818
9759,61168,1984,3095606452
9759,74553,1995,2123833047
2585,37897,2001,9829005989
2585,25331,2008,7593435183
2585,63489,2010,7050456154
8753,78772,2006,1227896268
8753,60944,2002,8209941469
8753,73826,2019,1146590058
6120,44913,1993,6394793582
6120,98112,2014,7777294581
8087,48386,1977,0144562786
2865,3024,2010,7129708474
2865,48959,2000,2745525667
2865,49436,1990,5624427068
3143,73755,2001,5287831395
3143,20634,1997,6564143009
3143,25468,2003,9599195902
8940,14620,1983,9650249057
8940,7829,2000,1373315762
5420,21288,1971,1640016293
5420,86645,1994,0992905845
5420,93545,1997,4639217109
1121,79192,2021,7563459394
1121,93501,2024,0331094882
1121,88929,1988,0093125104
9353,80405,2000,6590436236
9353,95937,2021,8626275907
9353,19802,2015,5212848454
7239,22484,1973,8057813053
3570,11551,2003,9342381392
9560,51964,1990,3533329486
9560,35179,2006,4080723628
9560,80931,2008,8786529828
9490,91636,1976,3948283237
8411,9954,2018,4672597164
8411,2507,2003,3167559799
4850,39685,2006,0097526740
9737,99040,2020,3230814071
5927,5678,1999,9760695737
9964,26398,2012,7969516627
3993,83457,1991,8676010890
3993,46991,1996,0503223633
3993,99897,2019,9387609627
8461,29362,1993,7806301222
8461,86605,2000,4355305355
8461,21678,2016,1962263106
7647,56903,2014,1352887021
7647,68251,2014,2454412985
7647,40764,1982,2155206915
8002,83382,2023,7943429264
8002,81164,1970,2234852989
8002,34053,2014,6554973633
4816,41388,1979,2094149816
4816,51539,2023,1879961029
4816,49496,1984,5278920293
1746,51673,2013,5397946609
6551,60553,1986,4897608238
8344,72401,2007,8413687629
8344,20192,2019,9727804307
8690,2579,1979,4581522679
8690,31307,2023,7941311885
5508,43667,1994,2845014209
5508,45876,1998,9695006196
2673,91367,2009,3637616489
2945,38395,1988,3276780094
9862,97629,2008,8055214088
8763,78233,1991,8386590624
2723,72348,2021,8365122755
2723,99796,2020,9752486196
3872,7131,1973,8775511455
3872,62117,2003,2404431238
3872,12540,1993,1345042135
6803,90958,1981,6113749571
6803,50289,2004,6465368262
6803,57803,2009,8509982595
4380,92733,2009,4591839241
4380,50779,1999,9857667162
5540,98241,2005,5111992460
5540,63362,1977,5215564331
9830,97105,2014,3333592817
9830,14389,2001,0697417086
9830,90213,1998,9603080757
8879,92322,2014,5100900840
648,44726,2007,0134634318
3148,96691,1992,8718561513
6764,98298,2006,7283790228
6764,99866,2001,0155114680
6764,46263,2008,2071066518
7996,19208,1998,3307471613
7996,983,1994,5903307812
8586,44639,1998,1541935337
8586,14629,2007,3432395517
6032,99359,2021,9156102019
7742,90437,1974,5478701462
9955,17787,1985,0768083962
9955,66781,1986,9490840468
9955,55277,1986,9752607450
709,48248,1974,0267819303
709,92755,1987,3434010352
1591,84008,1995,4708351929
6365,23566,1976,6396965440
6365,7695,2014,4428610207
9319,82014,1979,3919604045
7628,17198,1975,6328378659
7628,9441,1994,7316166836
7628,4389,2000,0749114834
4589,33426,1979,6510414937
4589,89419,1990,2151887509
4589,41561,2022,1204383688
4891,36415,2014,8022530630
4891,15835,1993,2524785265
2229,33840,2019,8316805059
9755,96065,2000,4905903110
7437,99871,2005,5633677164
7437,30456,2013,3960805317
2546,80926,1990,3705936729
2546,36217,1998,0406880171
1519,24747,2022,8945619350
944,62775,2021,3777270076
944,79459,1996,4619270538
5001,35124,1987,4903038029
3755,79720,2008,6709121972
605,45762,2021,3064232482
605,34937,1989,9344696123
2425,89056,1981,6891517627
2425,61555,1991,4712611041
2425,15098,1978,5200075210
8897,59586,1991,6891912089
8897,38144,1971,1257449795
8897,29991,2018,3056730940
3211,56696,1990,7165150220
5712,31931,2011,1594928501
6880,27418,1995,5360280690
9742,91068,1970,8711270646
9742,2007,1993,6083927084
9742,87172,1997,5170778960
3734,78419,2013,9391153714
5243,9816,1986,3194764961
5243,79102,2022,3350902371
5243,81423,2015,4058397995
2855,939,1982,7351178052
2421,25908,1994,7268525710
2421,57723,2012,6922423565
999,47462,1972,7020535474
999,59816,2013,0669670082
999,38116,1994,6088333827
1122,89130,2023,8007171061
9282,32247,2018,6864452254
2601,77989,1986,9941498362
5970,27589,2013,4789790062
5970,51133,1971,9881846799
5970,13709,2006,0189879927
1101,51405,2009,0361190771
1101,52226,2014,6117835056
5135,34084,2014,4490870879
5135,45004,2007,6624012538
9733,86039,2002,1116565464
9733,18216,1999,0921513668
9733,96885,1988,5599386188
34,49829,2016,8937883709
34,78414,1994,0517657810
34,35206,1995,6968839367
7128,37730,1979,0204851517
7128,92488,1979,3960231399
7128,375,1993,7786356031
478,50757,2018,1580605327
478,34421,1994,0902835992
478,35204,2017,1993617398
9968,59557,2000,0241544576
9968,30863,1991,7509851195
2985,70860,2016,3745997159
2985,90041,2004,0962923315
2985,24541,2008,3230055751
4144,48578,2019,7503171147
4144,71999,2005,1537425861
876,50448,1970,6464930064
876,70112,1998,7145636708
876,16440,2020,3307417737
2604,31917,2000,1886213997
8724,12281,1984,3689469190
8724,87292,2013,3912874606
8724,86776,2014,2217465210
5135,86215,1984,0737937051
5135,780,1996,5993638895
5135,15564,2022,2880874299
4112,44327,1970,9479081974
4112,32082,1993,9850372835
1199,5500,2018,3327831550
1199,54610,1988,7731844693
1199,24434,1989,3283021478
9586,85830,1980,8544358255
9586,7137,2021,6065612055
6174,38145,1973,2484818302
6272,44522,2007,5193903182
6272,37993,1991,9064688762
8324,90690,2018,9042798470
8324,3961,2003,0782056596
4263,43328,1977,1872177618
4263,82487,2023,8088302836
8344,54566,2006,6214617036
8344,84811,1990,8620651251
9593,51787,2009,3172395593
9593,31990,1982,2062161005
9593,42308,2016,4516933421
3081,27293,2009,2586953599
3542,2359,2015,7706918696
3542,97773,1990,4737699938
783,112,2023,7759335082
8326,63917,2024,5653351627
8326,67936,2009,5832202432
4651,71773,2019,4770934377
4651,75846,2010,0898449057
2151,60780,2021,1979243511
2151,24320,1974,9216416260
2151,91769,2003,1979297244
6582,38306,2023,5923928379
6582,54198,2004,5908774882
7496,90006,2023,9907787048
7547,67035,1974,3708627943
7547,94482,1987,6117194644
6987,42245,1975,6886136204
6987,99866,2018,9363720914
6987,20639,2005,5281018238
3778,76331,2008,0372626696
3778,25504,1981,5818844826
9151,18683,2023,7373937856
9151,66392,2018,4281425021
9151,47228,2000,0746856355
1589,4076,1994,2536428894
1589,43773,2020,0967831777
2314,11470,1980,3333794207
2314,39882,1991,0469548712
813,84286,1995,7748681728
813,46531,1988,8365773532
813,27130,2000,5871149956
2710,96646,1978,4694820496
2710,63644,1975,2075267034
2710,95791,1997,4342544099
7330,41279,2002,1186248082
7330,92366,1999,3033210965
5017,49785,1995,9844757300
5017,70540,1996,2676984385
5017,57182,1990,4972798077
8124,90533,1989,6017247874
8124,61517,2008,3282177490
8124,98023,2001,6189953553
2956,58725,1989,9153230066
2956,51139,1974,9757305961
2956,31283,2006,7679582292
8657,83082,1976,1998784276
8657,39289,2014,9338865677
3577,27441,1983,6535355489
3577,67211,1976,0337031552
1586,37672,2020,3305889871
3919,63663,1975,6708358458
3919,45771,1972,6302125160
3919,98118,2019,4903761464
8902,89118,2019,5613387982
8902,20459,2010,4086319622
8902,16854,1973,1441163244
9852,69063,1998,4101451733
9852,96302,1971,9840418390
8341,21714,1974,8505567231
8341,14816,2015,8877342923
4525,21344,2009,5854255048
4525,65430,1988,4374077861
5262,37227,2005,4586674725
5262,45598,2005,6030873210
5262,69772,1997,6768477847
9754,22006,2020,6289414024
4782,4359,1997,6389615901
4782,24990,2001,2653094408
4035,81521,2002,9252137319
4035,23066,1974,5945086982
4035,32889,2012,8814934710
6480,50541,2006,6748337539
6480,89445,2003,5360811909
6480,89260,2014,2296474963
8376,45391,2004,0532543850
8376,75299,1986,7525378486
8376,44151,1996,0727382659
6137,63168,2018,3406754298
6137,19802,2013,4246237587
5599,45081,1994,6756110876
5599,91399,2022,4061078904
1671,440,2010,9937516927
6768,72955,1975,1481774551
6768,31503,1994,8009466412
6768,15833,1991,1263541750
7940,53330,2015,1850187177
7940,46508,1982,0086092844
9020,90768,1995,9881552556
9020,96787,1979,9343107292
9020,46454,2001,1358156948
6678,96783,1991,2511471452
8257,3622,2021,2272219097
8257,5508,1975,4049462553
4680,51423,1987,5269017494
4680,83207,1984,4315080614
8658,93788,2013,5443556659
8658,74766,1991,6209172194
8658,9795,1977,7435640708
8978,38306,2023,3205705873
8978,44514,1992,0176209115
8978,12738,2011,6731780608
5369,99113,2011,7966160509
5369,73487,1973,2949555820
5369,99379,2007,4767146827
6450,65484,2012,5177242639
6450,95700,2005,1307712400
6450,64490,2003,9021726372
9840,59507,1976,9533884621
9840,60778,1972,4827078928
6178,44311,2017,8978102338
6178,2586,2007,3390202451
782,92193,1998,0068720474
2881,21980,2015,8399239289
2881,12022,2019,6668081609
3765,96537,1976,9292376714
3765,75128,1988,3371082270
3765,49089,2014,7706826124
5985,58570,2022,7281597980
5985,37787,2023,9073889115
6038,11207,1997,3089455272
6038,44576,1985,2958586857
6038,37672,1985,2001869170
4146,89296,2004,3587117174
1824,75108,1998,4085973460
1845,50311,2015,6203074011
5115,20470,2023,9827503874
5354,91826,1997,9850316183
5354,64295,1988,7147149922
3096,49025,2023,1716197101
3096,41877,1992,6082062300
8484,74351,1975,0730990883
8484,21773,2005,6701562685
6740,50836,2023,5991250244
6740,7840,2015,2486912462
9552,32025,2019,0634276774
9552,10948,2001,6228455812
9552,61870,1994,9553795393
8540,34842,1979,8991230093
8540,84770,2021,8214711891
7289,76633,1993,7856378551
7289,82206,2019,7902713919
7289,98554,2018,0864616993
2125,18462,1992,5588193872
949,51259,2000,7993054928
5964,36098,2011,5756215673
5964,51285,1972,9011386492
5964,67191,2008,6803633959
9630,87063,2009,5875227600
9630,61127,2014,5938442706
5746,14997,1971,8762523635
5746,10038,2003,1792906252
585,67179,2006,3924018971
585,83505,2013,5166439274
585,64841,1979,7147454217
6596,92671,2015,9842618428
6596,25965,1983,9077491410
889,58467,2011,0266693625
889,1337,2009,3815166510
6000,19404,2021,0107699940
8151,36195,2009,6514486726
8151,2303,1997,7327624814
8151,3010,1970,0460657717
5664,64358,1971,6975859787
5664,6387,1978,0077129831
3024,63777,2021,7093772788
3659,57868,1974,5988623533
1552,62123,2020,9425182286
1552,61084,1989,4393428264
1552,71071,1992,9610108615
1343,77839,2022,0834833550
1343,85242,2004,5317509838
6582,33063,2004,4699783062
6582,56834,1989,7862475598
400,96632,2017,6553318657
7350,67165,2006,9122091076
7350,18999,2003,8515489041
7350,2455,2023,0126141790
521,37637,2018,6230975385
521,9986,2008,1194313704
521,84528,1995,9071398093
3939,50319,1991,2975224545
449,65430,2013,5551103555
449,4621,2018,1941122648
3059,487,1977,3264203652
3832,71942,2022,1675126078
3832,57849,2002,1242633548
9816,89410,1992,3859939463
9816,75858,2024,3665550118
4608,78801,2014,1081606238
4608,32917,1982,0943177194
7567,43666,2021,4447563762
2854,89924,1975,4131889673
2854,73160,2018,2719685489
2532,56815,2011,9872266242
5438,12093,2019,5754442027
5438,40936,1985,7701406489
7109,77646,1983,8459508026
1877,1398,2024,3081943612
1877,32415,2012,4031509869
1877,75071,2018,2556663635
8806,91774,2017,8494628013
8806,74695,2004,9711737428
9097,21970,1987,6375178477
9097,72701,1975,5531185916
3640,85408,1977,3405268627
3640,33376,2019,8057774776
8128,84194,1985,8240155842
8128,79906,1996,2379686838
8128,88878,2009,9663497940
8220,758,1979,7673660205
8220,62344,1994,9284390799
8220,92146,1979,0907601901
8083,51747,2014,5910053252
8083,89114,1982,5450176190
9783,65484,2012,2735751106
9783,10997,2015,9297214905
9783,50744,1984,2348581270
4098,71587,1974,0762615254
4098,14648,2000,5259954502
4098,21924,1970,9663378327
7122,22679,1971,2192038858
7026,88399,1977,3728257441
7026,57856,2009,2642693735
1587,36040,1992,4597065280
1587,95364,1984,3618001998
1587,84724,2021,5631539209
4164,82820,2018,5156730755
4164,85724,1989,9523295834
4164,20001,1988,9926475287
8842,70402,1973,2181370203
