CustomerNo,SalesOrg,DistributionCh,Division,PartnerFunction,PartnerCounter
80394,1119,5464,2501,lzKgM,6376
78320,8941,1569,2089,JGylG,1757
78320,8941,1569,2089,xqaWr,8603
78320,8941,1569,2089,RpOTQ,9709
88628,3756,3163,8553,vimYL,7923
88628,3756,3163,8553,mWqnU,7034
88628,3756,3163,8553,nyrKV,6702
87205,7133,728,4869,HXldA,6632
87205,7133,728,4869,JPENH,9928
45119,2778,228,4229,eGkwc,6135
45119,2778,228,4229,XGrhc,3501
45119,2778,228,4229,aGCmC,132
59384,1417,3560,4068,NZINQ,7255
59384,1417,3560,4068,euZjl,7441
43525,2323,2549,3675,XsoQS,2095
43525,2323,2549,3675,VmUet,5944
15836,2289,9824,1072,vWBsy,7551
15836,2289,9824,1072,YuXvo,2683
53613,7724,1185,7689,FrApk,6935
53613,7724,1185,7689,ADnlL,4643
53613,7724,1185,7689,YPxDS,9891
94149,7666,1831,9068,KFeEb,5250
52845,6402,4760,1133,EPxsc,926
20340,1166,9853,4502,oPtET,1815
20340,1166,9853,4502,nZCpD,3498
44914,8782,7751,7289,GvpVX,3074
44914,8782,7751,7289,RsUfv,587
8701,0,9881,4811,dKalA,4530
8701,0,9881,4811,oXXwD,2502
41589,8131,9745,613,DrWdV,9308
4650,8427,7025,5666,amanm,2264
4650,8427,7025,5666,nQtJv,1750
4650,8427,7025,5666,RLRPD,8649
48354,9452,7700,9022,KUimJ,1040
48354,9452,7700,9022,KSpNI,1448
48354,9452,7700,9022,bXcXt,887
99097,7484,9030,4790,CLLpx,2920
99097,7484,9030,4790,tOPue,8534
95968,8423,1120,1803,kyAFK,8793
34299,4272,7347,4625,CJtyI,6798
3808,6193,4808,9949,FTRAz,1486
3808,6193,4808,9949,UqSee,4770
39375,5262,6391,5337,kzxux,9322
6581,9802,3150,1190,PcDEc,8039
6581,9802,3150,1190,UgDCG,7233
6581,9802,3150,1190,GPsqj,1272
11949,6816,7001,5232,RgXCz,8799
2053,1330,2512,3878,SVrjj,5297
73581,3950,4439,9044,NEKnL,2753
58946,2886,5397,5356,XbKxP,2831
58946,2886,5397,5356,vbrve,7619
58946,2886,5397,5356,pFvdK,1933
44514,6400,125,4661,fSChU,2294
12023,1885,6251,2557,jfjpY,3002
23633,8187,6834,1369,DSoLt,9599
86024,4332,7824,3346,wqDru,6327
86024,4332,7824,3346,bkrgq,2066
86024,4332,7824,3346,cKWYH,4696
98761,8482,2323,4795,BFTtj,8352
98761,8482,2323,4795,itIql,2123
98761,8482,2323,4795,OVPCs,690
43261,3652,7601,3258,ZGXii,4700
65853,1189,1283,6369,VulXL,517
65853,1189,1283,6369,hHFHs,1035
26833,724,6750,323,hFDlM,8291
26833,724,6750,323,lymtS,503
26833,724,6750,323,taZuO,5740
35241,7097,1758,9573,mmjQX,1180
3592,4367,2258,9425,VgXAZ,5177
3592,4367,2258,9425,UCrSq,7950
3592,4367,2258,9425,QTWvy,2008
56541,6873,4898,7738,VIYqJ,5713
56541,6873,4898,7738,PVPqI,8300
56541,6873,4898,7738,reCXw,365
65847,1420,8759,7418,xLyWK,2967
65847,1420,8759,7418,Bpexh,6798
65847,1420,8759,7418,GBRKS,2625
77067,6881,2897,9351,LlaOL,209
77067,6881,2897,9351,PjROM,6285
45889,8704,6760,6653,ljaTC,5854
66163,7234,154,4564,rGnvy,973
66163,7234,154,4564,SpiXa,7751
66163,7234,154,4564,DDplj,7787
80692,1309,6515,8434,QlRdS,9903
97005,849,9448,3668,DiRxV,9759
97005,849,9448,3668,XcLqC,5481
91585,4497,9128,1384,sppQY,1590
99720,3377,2032,4736,HUEas,396
5543,9894,4516,1494,eLOHl,5887
5543,9894,4516,1494,IZtSd,3738
61762,2275,5362,2007,EUXbF,3677
61762,2275,5362,2007,DydVH,7646
82561,4729,616,9305,GrVKr,9906
82561,4729,616,9305,mwFed,1400
82561,4729,616,9305,bRAvQ,7755
49007,6484,3400,7709,LlooC,7742
49007,6484,3400,7709,cISqo,427
49007,6484,3400,7709,ChVtW,135
32016,6071,2453,2263,lITpy,9864
11004,3385,6791,4758,SKGNB,6441
83204,4833,3746,9512,wEeMU,8765
91981,4115,2025,6757,mlkpd,4299
91981,4115,2025,6757,cQxhX,5563
91981,4115,2025,6757,jxIAB,7145
55146,2526,7024,4093,xOzVX,3904
55146,2526,7024,4093,TjedO,6277
3201,4047,7494,9800,gTmRH,6338
77186,4656,5186,6687,uQXLx,3698
91110,6376,6533,5592,BReba,9950
42672,4103,1756,935,sUTCs,8197
42672,4103,1756,935,WniPl,2950
10967,2860,7331,2850,inkkB,5667
10967,2860,7331,2850,wDoFP,9012
10967,2860,7331,2850,qMjgx,577
61611,8104,6749,2025,kMCFF,2442
61611,8104,6749,2025,Kzdmf,5318
21380,8604,6506,2610,aYtVo,2132
21380,8604,6506,2610,KnNjC,6365
21380,8604,6506,2610,AIgTK,7771
7341,2001,135,9283,IFsQj,7493
7341,2001,135,9283,ZvWHP,7304
7341,2001,135,9283,qIEMP,7992
51422,6818,4313,255,voeOa,1495
51422,6818,4313,255,tNuxc,9763
51422,6818,4313,255,rImLq,6526
19337,4276,9408,8322,ZaAqD,5370
61763,9158,9407,7897,AmWUU,2683
73658,8873,3300,4268,fvvsh,1853
40211,4028,6356,7943,iRwWI,7130
40211,4028,6356,7943,FHxxP,2714
48184,6221,6265,7749,GOVAy,8089
46055,1390,3078,6329,bSFMv,7342
46055,1390,3078,6329,eLyDR,5979
71929,7438,5979,7387,SACpK,2640
71929,7438,5979,7387,fwYzo,6265
71929,7438,5979,7387,VQwCs,7113
38771,1475,4695,1559,zCZuH,165
35287,8850,548,3459,YoWuy,1811
35287,8850,548,3459,GNGOy,8427
27516,6300,2064,176,NWOVF,8833
27516,6300,2064,176,GwlUU,6527
27516,6300,2064,176,djrqF,9224
55875,9061,1081,308,ghnQc,9553
34427,7632,924,7749,qCAea,3216
34427,7632,924,7749,cYMgv,198
34427,7632,924,7749,mRkry,1021
89562,3014,6306,8252,hSWzh,3312
36217,5828,5512,1148,VZeps,5327
36217,5828,5512,1148,BGBvu,7421
36217,5828,5512,1148,tWCyl,2729
58431,475,3567,5297,iUzSA,32
58431,475,3567,5297,HcFjg,3696
58431,475,3567,5297,HJVjb,8247
13177,5452,3178,3314,EsQPM,5496
13177,5452,3178,3314,iuaUi,2424
13177,5452,3178,3314,mqgWc,5666
1447,174,4838,9888,vpCcw,1374
1447,174,4838,9888,BIugQ,6590
15400,7255,5493,5231,UyahW,3859
89299,7161,8631,5982,VMvaR,3718
89299,7161,8631,5982,UyuCi,1018
70897,1036,6049,5862,XzPNv,9916
70897,1036,6049,5862,WbMYE,6363
72561,4943,1790,3278,qVaBE,7859
73700,9758,5588,147,uDFJZ,1549
59006,9057,332,3144,PeVma,3701
59006,9057,332,3144,fThnD,5268
44384,293,2987,6237,TABXQ,5657
44384,293,2987,6237,UPmIJ,5750
44384,293,2987,6237,nqCXt,5244
46871,1784,1297,1886,BIxbf,4797
46871,1784,1297,1886,msHxJ,6648
1192,5166,7150,8041,DcBEU,4997
16270,6266,8246,5215,LYFYF,1462
16270,6266,8246,5215,kUmGo,6488
48453,1899,8745,6221,jZOUd,5095
6154,4849,5325,5899,twUKX,7683
6154,4849,5325,5899,cbOKI,1302
99194,4423,7248,9604,JhpYs,9514
99194,4423,7248,9604,iacFg,4467
99194,4423,7248,9604,AAsaW,6545
2857,5647,5044,2384,muWFx,626
2857,5647,5044,2384,etUsd,1351
2857,5647,5044,2384,DasMW,4450
76254,8143,9296,5899,qNMPw,1289
15238,3303,1701,3701,SyhmB,9404
44843,7113,7465,2400,BYWqf,5809
44843,7113,7465,2400,rTWTg,242
44843,7113,7465,2400,xPIpq,9415
10806,2138,7701,4965,uBddG,6179
59656,5811,3914,1255,APHZK,356
59656,5811,3914,1255,ucpSQ,1837
92995,1784,7372,2255,awrdT,3192
92995,1784,7372,2255,YBhVz,3715
74650,7174,9970,4459,jndSB,1872
74650,7174,9970,4459,JInik,6470
74650,7174,9970,4459,xhxfz,1876
78749,4468,4160,6704,VEktj,4436
28032,9145,575,2646,VBxdP,7169
8206,1352,2438,6324,ziAER,2561
15608,8861,3034,8269,NFvox,5909
15608,8861,3034,8269,MOHlQ,8966
15608,8861,3034,8269,FYNfz,8531
98070,1040,5253,7166,QOLtG,7161
98070,1040,5253,7166,OOnNR,6003
98070,1040,5253,7166,BtDzM,9913
92572,3226,8369,2101,gkMyG,4571
92572,3226,8369,2101,qZjSz,1341
43201,8004,7065,1741,yAJUd,6530
43201,8004,7065,1741,hlLhq,9750
43201,8004,7065,1741,ALZMl,448
25890,4948,1844,1922,DwGPA,1587
92155,6627,5086,5793,KThYK,8033
37298,3668,1924,7511,wBWIp,4707
68820,9847,3329,5911,lmzPp,7848
68820,9847,3329,5911,DOEER,6535
68820,9847,3329,5911,JXcSk,1922
25754,4240,9491,1493,ZuofG,2462
25754,4240,9491,1493,lORne,7859
25754,4240,9491,1493,cXFut,843
3210,9858,6011,2977,iESWT,7413
3210,9858,6011,2977,ZIRws,5673
3210,9858,6011,2977,tFfJU,4800
41602,9392,1643,4430,yOKqD,5105
58287,8184,2463,534,KrakJ,7225
58287,8184,2463,534,UhXZI,5263
58287,8184,2463,534,AJlTh,7895
98270,8723,993,1331,rmIcK,5161
98270,8723,993,1331,uRGSv,5198
52559,2986,1932,8272,cRIKI,4870
52559,2986,1932,8272,xavfP,3217
52559,2986,1932,8272,sozXB,5355
96970,5200,6485,9854,EGReM,131
67395,6813,1001,3037,ctXZv,2165
67395,6813,1001,3037,gOrNn,6562
67395,6813,1001,3037,iwjxH,4882
97995,6680,4411,6,YcMVk,3617
97995,6680,4411,6,SvjGa,3926
97995,6680,4411,6,mLdIt,2147
45569,2624,9875,900,VRvKR,8085
45569,2624,9875,900,bcNRj,9718
18784,1044,4206,2598,SyKqo,3178
18784,1044,4206,2598,eVIkE,768
40699,3119,2466,9308,PqxgA,4143
61991,8603,1575,570,BAgoc,4180
61991,8603,1575,570,DcKzV,5935
66501,8881,1408,6336,kFSOh,7847
94497,850,7622,1792,CdXyl,8197
94497,850,7622,1792,FKJYo,934
93579,2328,4848,443,TbCIG,6478
93579,2328,4848,443,ejaTl,1540
93579,2328,4848,443,mlJVv,7294
41319,2041,1202,1009,KsbOt,960
41319,2041,1202,1009,bawxR,8193
60353,6543,3945,2112,taeGd,1206
60353,6543,3945,2112,BizeC,393
60353,6543,3945,2112,KvgGZ,2913
50442,5529,6825,1967,rjQIv,9832
50442,5529,6825,1967,epACl,6468
50442,5529,6825,1967,dbDuq,8275
1791,7683,3554,6790,vhLpG,7603
1791,7683,3554,6790,zrogF,8731
1791,7683,3554,6790,NLCDG,7501
55355,9689,9015,2507,hywki,3166
55355,9689,9015,2507,vzYfC,5450
10622,7625,1997,4667,quPxg,4277
10622,7625,1997,4667,gpfvv,6442
66748,1532,8565,2027,ejRIF,6594
3121,4992,6993,8330,zHrbj,4938
62160,9745,1257,4241,fCzfN,6910
63205,3497,3134,8990,uHfxZ,3227
63205,3497,3134,8990,vTOYQ,5620
63205,3497,3134,8990,xiDMD,8280
60403,6028,3559,8593,ykljM,3678
60403,6028,3559,8593,kpKPD,2109
95572,4434,6150,7734,AZOCO,8519
95572,4434,6150,7734,KZaBR,8891
18651,8171,2378,8918,mwSIQ,252
18651,8171,2378,8918,TMGEF,5170
18651,8171,2378,8918,acIWi,6129
76547,5170,8541,471,RazXN,9336
18486,4886,7563,6861,UtBkW,5224
18486,4886,7563,6861,wLsfr,712
77682,4545,7420,1416,KByHC,1013
77682,4545,7420,1416,SXPhz,7674
77682,4545,7420,1416,UZoWJ,9887
37709,240,984,736,vPzob,6128
37709,240,984,736,ANQHp,6149
37709,240,984,736,bAuAt,2163
70095,8663,534,3291,dRggK,2486
70095,8663,534,3291,eSzul,7302
20359,9476,3059,4508,Ggnzm,6147
6721,9,3063,7090,pWNfL,5598
6721,9,3063,7090,QmPCd,4090
6721,9,3063,7090,lNddN,6347
33402,9772,5631,3932,nwwGo,3951
33402,9772,5631,3932,wiKPb,9268
33402,9772,5631,3932,CobHx,270
65741,7427,3361,3156,yTmkY,4063
85455,470,9321,7186,yxbOX,93
85455,470,9321,7186,ftGCE,6621
1392,2606,2713,1068,BrCBc,5460
45650,1768,5795,5858,ssQjw,9551
45650,1768,5795,5858,DkrjF,646
18340,9411,1715,8525,sRWAF,8599
32831,1580,7128,3544,KHPuL,1395
68372,4903,1829,475,TLDQq,7812
68372,4903,1829,475,lATPu,9313
55246,2009,5970,4892,vCvQr,7843
12844,4266,661,8284,etKdO,5686
46460,7661,5264,2059,rKhoG,77
17962,2310,546,9719,hVNMV,6372
52264,8997,9176,5473,QWdSN,3258
52264,8997,9176,5473,cQMsi,532
49231,885,1582,7383,kFiSz,6382
49231,885,1582,7383,zFiTa,1811
49231,885,1582,7383,RDcua,1392
55015,6679,6722,2691,ZquOm,8666
55015,6679,6722,2691,SsxCg,4520
56964,2535,2160,7172,XEvia,5903
56964,2535,2160,7172,gAEeH,8578
19750,5395,7887,9201,uoRxK,2724
14324,8742,69,7327,IzpRF,1051
66440,2867,3366,2318,nzEeG,9293
76366,1961,7564,6951,ZXAUQ,6164
51699,5682,6477,7090,qmuhE,2193
51699,5682,6477,7090,SuHAV,6856
51699,5682,6477,7090,cqpoJ,2302
53123,7796,1826,2252,fUcDb,3602
53123,7796,1826,2252,UtyOJ,6933
53123,7796,1826,2252,DJfxa,3186
18548,2148,8248,9183,NDUfE,8876
18548,2148,8248,9183,ZTSmC,7802
18548,2148,8248,9183,bPdiW,7115
95067,8167,1643,574,bVzbX,9644
95067,8167,1643,574,kyJoz,1541
66090,3937,6949,1875,mvtYm,7248
66090,3937,6949,1875,ZHrjM,2271
49647,927,8528,8234,UnTuY,7836
49647,927,8528,8234,ZALTO,5126
73942,722,3171,9318,ajZLw,2001
73942,722,3171,9318,UwAQa,7120
85893,9955,6454,1636,iPNFh,2171
85893,9955,6454,1636,yTTKe,1385
85893,9955,6454,1636,FmCKr,30
42131,1166,1576,4374,oteWN,9300
11967,5740,1916,7328,aFXRw,608
12498,452,2520,1728,Orpim,9568
12498,452,2520,1728,dSkOG,8727
12498,452,2520,1728,ayuzV,8884
46251,3190,2928,6496,kSfCV,5159
46251,3190,2928,6496,IgwCz,6273
46251,3190,2928,6496,Lmdfv,2558
29491,1205,4764,3112,xUGoK,4657
59850,4775,876,5335,WxvSI,7561
59850,4775,876,5335,txOkA,2407
5937,6613,6086,8727,fAlpa,6018
5937,6613,6086,8727,blVEX,347
17071,1311,2982,4071,ytWrQ,2731
17071,1311,2982,4071,yjnSB,1345
17071,1311,2982,4071,dSOgj,2704
90470,9715,6920,521,Llxpb,4735
90470,9715,6920,521,kDpzy,9682
8980,4236,3379,297,YHanT,7814
8980,4236,3379,297,OrFim,9518
60438,5594,4999,1603,ZpNAL,5933
85804,6151,7396,2456,bNjrr,5047
41979,6952,2078,919,XvdJG,215
36286,2121,3662,5258,ZuTrB,2141
36286,2121,3662,5258,rFTjD,2062
36286,2121,3662,5258,EsPIS,2224
10118,8818,4436,8052,rJyUb,2709
10118,8818,4436,8052,JTGMB,8774
51930,934,4104,146,tbtvt,663
51930,934,4104,146,nmpCC,2856
30034,384,9245,7972,fBXxo,8374
78895,1669,818,4718,PYJwg,2182
2668,2859,7675,345,bAKYN,1402
2668,2859,7675,345,qJxCA,5074
2668,2859,7675,345,rmrSx,259
84858,5922,8682,421,xtIwK,7703
71038,4692,7977,3712,gWrKs,8695
19129,426,5944,5233,GggTv,5129
19129,426,5944,5233,upOJi,4665
19129,426,5944,5233,KSJSZ,5195
38166,2378,3726,1736,lOkmj,3441
38166,2378,3726,1736,CPzjG,5622
38166,2378,3726,1736,IYCaj,5189
51900,9253,5529,6162,GLweh,6615
51900,9253,5529,6162,jWHmS,229
61878,6035,7465,8324,uKPWA,5597
61878,6035,7465,8324,HCqmF,7418
83186,5434,8811,988,AynTU,3811
83186,5434,8811,988,ZFXYR,8450
83186,5434,8811,988,zoHIo,1654
7987,9414,6605,5984,ZcWhK,2738
7987,9414,6605,5984,WeqWb,4453
7987,9414,6605,5984,brmGT,1270
59442,1332,5611,2303,RjfhI,659
59442,1332,5611,2303,dAquR,6015
9391,5182,1246,2499,WiPIk,833
9391,5182,1246,2499,rsTFM,3443
9391,5182,1246,2499,oNyQe,6393
16587,7869,5843,2660,DEkWZ,5539
16587,7869,5843,2660,YPvjc,5146
16587,7869,5843,2660,xmYMU,6305
68473,3534,6381,2084,hJWSd,6402
27009,3672,4468,8894,gJlgd,6667
27009,3672,4468,8894,bzrmY,6921
37911,741,1997,7221,mEgmz,933
37911,741,1997,7221,aBSWs,9759
20580,2138,8002,8905,uwxQq,3901
20580,2138,8002,8905,EsMxS,946
35442,1008,8810,4051,bXGnK,8851
40546,299,9530,7420,CSqgE,2703
32232,3100,7655,5399,BrMKH,4346
32232,3100,7655,5399,nbglm,9461
32232,3100,7655,5399,ULYEt,8652
56960,1009,9620,4104,UUtIj,5435
56960,1009,9620,4104,qdrNz,5361
56960,1009,9620,4104,oDmFF,8882
8522,1396,2687,2367,ZOgoA,2271
80823,1391,6666,9874,gnyvF,9648
80823,1391,6666,9874,uuKKr,6149
88113,1121,903,694,xizoc,6293
11672,3551,6656,6442,bOubq,2832
11672,3551,6656,6442,nMazG,4010
48038,3906,3862,5010,VpkUj,6326
48038,3906,3862,5010,GVUiL,8147
14777,8511,4056,7363,irVer,8390
24301,5288,1484,3457,xrwDM,1991
24301,5288,1484,3457,akyAX,7664
66227,9832,3323,3624,mdBPX,8148
35617,2137,7732,6724,Uglsy,643
35617,2137,7732,6724,EwatL,4478
30821,4400,7667,3961,dGjWA,6370
30821,4400,7667,3961,lgigG,7892
13718,5529,1369,4323,cHYIm,8106
81627,2970,6609,1854,MNgnw,2209
81627,2970,6609,1854,MCbJa,8803
3537,7480,8759,9120,bCVeq,7294
3537,7480,8759,9120,lrXLC,1131
3537,7480,8759,9120,yCrmF,472
35469,4890,1256,7715,tMDte,5850
46062,1458,2875,5857,hejNB,7084
46062,1458,2875,5857,Qqmlt,2184
46062,1458,2875,5857,NdLDF,8495
61485,347,565,8113,NqAJY,1597
61485,347,565,8113,JYSOv,4723
25971,3582,1387,7413,LmBzV,2596
25971,3582,1387,7413,kAlYG,644
17798,7054,4951,5344,Jilbm,9480
54231,6706,1127,152,OMZCN,7662
54231,6706,1127,152,HiXKq,2610
60608,8628,7677,1075,QsqfZ,5366
88138,7328,7852,6371,IBaLC,9718
88138,7328,7852,6371,DCOAo,3146
88138,7328,7852,6371,lglMQ,8666
96741,8072,3782,8391,FFwIL,863
96741,8072,3782,8391,lejXv,7572
95983,7933,206,2053,HZsuY,2100
95983,7933,206,2053,PPKvb,2188
95983,7933,206,2053,tfmBD,9022
90968,6450,6134,2190,Bukqk,4459
90968,6450,6134,2190,Ydkyg,5319
28562,3737,6117,9458,xhuuW,1578
28562,3737,6117,9458,fMKuq,1746
74862,1241,4099,8960,QvhLr,7803
20077,8281,3274,4250,LJdUU,7785
68299,9071,718,9502,dYbia,6127
68299,9071,718,9502,hcctq,2739
68299,9071,718,9502,frKat,2088
39014,5132,9278,1161,WmAWT,9557
39014,5132,9278,1161,XMUEX,5708
2517,1430,3446,7580,RSFDM,3570
2517,1430,3446,7580,iUuZf,4523
2517,1430,3446,7580,oWmfm,1213
63003,789,6227,8537,CQnKx,5447
63003,789,6227,8537,NbKtk,8927
63003,789,6227,8537,kimME,9811
17531,6552,2251,7231,kXaKj,7971
57312,1254,784,900,xVmwr,1257
57312,1254,784,900,ZjBdU,9975
57312,1254,784,900,CadYA,7905
49111,7544,2223,857,hNbPp,5034
49111,7544,2223,857,cxDoc,5331
15256,7000,1143,7595,ffyGg,657
15256,7000,1143,7595,wAMLD,3010
47516,2095,8800,241,tryQH,1577
47516,2095,8800,241,zIFjw,8898
47516,2095,8800,241,InZJI,9500
18515,2358,2488,5076,AYZva,336
6264,4656,1247,5884,qTnNn,7036
61294,75,3406,1808,JYrbT,1932
3469,6229,580,6747,iBCyV,3461
3469,6229,580,6747,zamih,3358
46425,5298,6633,2943,mTvIK,502
46425,5298,6633,2943,MGJZJ,1739
8274,3995,9873,8365,IpYxp,4732
8274,3995,9873,8365,UkZpn,4572
73713,2878,268,8959,gmSGQ,9180
73713,2878,268,8959,FdQKN,4246
73713,2878,268,8959,GEHWd,6465
35506,4996,7397,7454,tyHbl,7050
74812,2022,551,3504,OkLlu,1851
52293,7362,4290,8476,UCBXG,8755
52293,7362,4290,8476,kcWlt,1529
29146,189,7826,1212,dKlZY,5502
29146,189,7826,1212,YgEoL,4384
29146,189,7826,1212,OAsfn,1699
21384,1623,6541,4337,yUaBU,3772
4864,2960,8437,6206,osCNJ,4412
4864,2960,8437,6206,Tzpbj,9890
22900,4902,69,9086,sxNjP,8021
22900,4902,69,9086,aXCwU,2243
22900,4902,69,9086,TybFv,6268
84701,9210,4635,6857,JGuBy,8802
84701,9210,4635,6857,EMRKS,1729
20551,7509,5156,1541,ImqsT,5332
20551,7509,5156,1541,CmtLB,1913
20551,7509,5156,1541,kEVrn,5095
47781,4387,8311,4148,dFtlW,1532
47781,4387,8311,4148,urJjR,2658
39339,1348,3731,9523,WXdsy,9005
39339,1348,3731,9523,JPLNm,2299
80421,194,915,7126,NAUGa,2743
80421,194,915,7126,ebFFI,5986
80421,194,915,7126,pGftV,7131
635,180,4687,5537,iNoSS,2211
635,180,4687,5537,BXfHd,3858
635,180,4687,5537,jrUWj,5523
79127,346,6935,1010,qwlLU,7481
79127,346,6935,1010,IYsnq,819
79127,346,6935,1010,EWoXm,9114
46089,9728,4601,4937,zispS,2230
67054,9497,3640,6815,mdEPw,6696
67054,9497,3640,6815,fsDDn,6240
50366,6072,2824,150,HgcMB,159
50366,6072,2824,150,DJMGQ,7729
95440,5083,4097,8152,WtRUX,4247
95440,5083,4097,8152,bdSQL,5010
95440,5083,4097,8152,XwHGw,130
7855,2688,1696,6285,EKljS,4557
7855,2688,1696,6285,SkYhj,3987
7855,2688,1696,6285,nHHQr,5894
33721,4803,8944,652,nCQee,8037
98586,7815,4382,7132,GmUHS,6792
98586,7815,4382,7132,oPBOQ,20
98586,7815,4382,7132,jxRzB,9571
44701,3714,8148,3006,DfwfE,9585
44701,3714,8148,3006,lSWHQ,2460
48536,4685,1586,2181,ReVxt,916
48536,4685,1586,2181,ksJpw,9582
48536,4685,1586,2181,RoYcc,677
34705,613,2671,322,ylJjw,1901
34705,613,2671,322,XItiK,3535
34705,613,2671,322,LeLei,5911
91240,5283,9145,9240,TZWKV,3923
18149,1589,916,8329,PGqPU,1429
31493,3621,6218,6473,qSoxr,1402
17349,2572,5673,3122,tXOWi,9010
17349,2572,5673,3122,hktBO,5466
17349,2572,5673,3122,cLNzg,6048
8538,3718,8321,7969,EPwQR,7794
8538,3718,8321,7969,ZSnUk,8866
99197,2280,1110,2929,wKMHi,892
99197,2280,1110,2929,jbnGD,815
99197,2280,1110,2929,eiOaU,8222
46334,1909,2292,5934,GykFU,4761
46334,1909,2292,5934,vKdWr,1766
46334,1909,2292,5934,FDAav,9913
45952,2328,4018,2182,tPABZ,2115
71341,4548,3396,7863,YXnHN,360
71341,4548,3396,7863,apVjJ,6138
24251,7485,7791,4149,hyaey,6317
24251,7485,7791,4149,cSdOe,8618
32039,9131,3214,2025,cqvzg,8043
32039,9131,3214,2025,SMaYW,2178
2194,8649,6643,2498,vvGHC,8488
62275,9882,6456,5048,LFPwV,9823
62275,9882,6456,5048,yRwfF,4617
39675,3032,5736,5249,nmfOo,6851
39675,3032,5736,5249,zqvHz,4101
85798,2296,4471,5803,vIUud,3148
85798,2296,4471,5803,pYUaL,4608
85798,2296,4471,5803,TbXjP,4274
18569,9883,9860,9505,EPkoo,4419
18569,9883,9860,9505,RVJDB,7645
2701,8127,1353,2267,dAYve,6797
48050,8087,6661,1030,tSvsy,2388
29204,1797,686,1292,FpWxj,4145
37696,406,924,3181,lPIBw,1488
54551,5803,3313,9448,ZBTef,420
98794,4919,9503,7963,wEaHF,6229
98794,4919,9503,7963,TMSmv,3316
98794,4919,9503,7963,cyRlR,7008
92254,1971,8115,9685,EPlFv,1081
59498,3503,2737,3729,qAmoo,3206
59498,3503,2737,3729,fGmGZ,6744
1797,4211,1356,2875,BGSYY,5847
1797,4211,1356,2875,QGVFm,5247
41028,5274,9500,5072,sicLQ,9700
41028,5274,9500,5072,iFRzG,4403
41028,5274,9500,5072,qOLXX,2679
76334,5795,5722,8177,Dhpky,6301
25396,8296,6514,7700,cjygR,7883
25396,8296,6514,7700,TvzgU,4266
25396,8296,6514,7700,TFave,5488
31013,2447,4075,788,msyif,6115
3343,7293,2073,159,OGMHs,2142
84476,4298,7512,1209,FwlTj,5653
84476,4298,7512,1209,TVARQ,2208
35688,7615,1233,786,fEWuN,3709
73529,5674,8709,8502,EmjUR,6639
30556,3238,2118,389,xikDd,8248
8325,6551,2491,4091,jVkXw,5304
8325,6551,2491,4091,XVVxc,1136
13765,4869,6183,5073,WzmGi,3162
13765,4869,6183,5073,jRXUS,4650
75384,9042,6136,1985,eXIkf,4595
17397,343,3079,8809,TEAtT,4237
17397,343,3079,8809,mmNSL,1731
17397,343,3079,8809,tKBRi,7052
83185,2189,5388,6791,fAujk,5851
83185,2189,5388,6791,sOjtC,5213
7223,3631,2171,9766,yANdL,8616
7223,3631,2171,9766,ozwcv,4522
7223,3631,2171,9766,IRmuc,9409
69155,2765,2623,5191,abGaK,5887
17046,9235,5230,4644,KIJCB,3972
17046,9235,5230,4644,ZPOOS,6446
24820,6660,8419,2370,IPvgM,664
24820,6660,8419,2370,lExkD,8077
9776,1697,4602,6690,TzdSC,5091
9776,1697,4602,6690,ysPJs,1456
42897,4264,144,1919,kunAC,8637
42897,4264,144,1919,HnqeE,2686
42897,4264,144,1919,gkvyq,9039
49203,7460,6280,7797,JpDRx,9877
78757,5033,5432,6384,ZkjNv,7382
14497,5730,8417,3129,keQIU,1742
14497,5730,8417,3129,QFNph,8919
58266,7208,6252,8558,JebNQ,9595
58266,7208,6252,8558,bfGgV,4149
59548,5213,3985,7117,FgyDC,339
59548,5213,3985,7117,QkNLM,9262
82215,6795,3713,1904,DXoZm,779
82215,6795,3713,1904,FZEZx,7437
12616,308,6338,9391,pSnUS,9770
12616,308,6338,9391,GbWRX,814
80396,2910,1688,9587,rFYcP,2516
80396,2910,1688,9587,hPDat,8893
80396,2910,1688,9587,zUjMg,1035
64980,1796,6736,1209,pRqVR,6498
64980,1796,6736,1209,pBaxi,886
49078,1736,4941,8615,eyroN,3111
36497,4650,3026,2061,FLrcB,1996
36497,4650,3026,2061,bRUDG,9532
36497,4650,3026,2061,tiVTV,1802
74762,6367,759,1570,HqNIK,7181
74762,6367,759,1570,YNlTA,1202
74762,6367,759,1570,kmspb,8077
63487,9708,3810,8133,YiBZs,7768
63487,9708,3810,8133,oWDab,1628
44426,9647,4957,8996,ViyOr,4734
18168,3103,4902,8171,oaqQq,8882
18168,3103,4902,8171,PGQsq,5403
55744,3686,1647,1852,lgmrR,8381
86711,2920,2513,849,MwsCg,4508
86711,2920,2513,849,aCJoO,7481
86711,2920,2513,849,csBVO,9010
55100,2813,4554,2470,RtIMN,3523
38667,9650,2188,2299,YHWMZ,69
1579,626,9151,308,KwUKr,8673
1579,626,9151,308,jRlPX,5566
75736,9725,3191,513,IrfKN,5334
75736,9725,3191,513,trIwU,845
75736,9725,3191,513,QeuNB,1468
95011,9009,1388,2094,USAGv,8852
95011,9009,1388,2094,cIIob,8412
56175,9885,1549,8580,QEnqG,3344
56175,9885,1549,8580,NOPJz,3412
56175,9885,1549,8580,aUNSY,3348
72517,8573,9157,8978,HIkHy,5661
