CustomerNo,CompanyCode,FiscalYear
87941,57076,1973
51678,17209,2004
39353,26437,2006
67233,47804,1989
74490,65155,1997
10118,6458,1997
65099,70073,1999
72627,42102,2007
94397,79014,2005
87217,18988,2020
91197,57784,1994
99243,44610,1976
17233,32820,2015
78749,74589,1984
7050,33813,1989
5346,9245,2008
37709,6170,2005
80690,85429,2024
42677,6678,2024
82214,69319,1983
9081,71819,2014
3608,13683,2015
20773,53110,2007
20039,42922,1971
67513,49312,2008
92995,44748,1971
62497,62845,2002
26138,57899,1997
22479,55105,1970
25466,74639,2006
33995,63267,2008
96241,80905,1993
4915,55145,2020
71767,99814,2001
54291,69447,2003
46811,76265,1988
27481,22841,2004
94990,42241,2023
10954,38060,2005
18821,16365,2005
88164,48754,2010
79599,15695,1996
44832,85103,2012
91385,75454,2017
99001,31616,1978
47289,68280,1975
32693,66350,2001
89342,86380,2017
74926,70860,2006
81534,92721,1984
12551,55447,2018
52849,90818,1974
2424,24055,1971
71821,27695,2003
9932,88436,2000
35402,4788,1989
17575,36501,1973
16835,38871,2020
72936,98786,1979
26659,86460,1997
42787,9778,1996
78996,97006,1995
45172,30605,2008
98083,3930,2012
40575,12996,1994
47418,2379,1976
69709,5582,1991
97238,96079,1992
3536,87602,2008
91897,29433,2022
87077,85620,1986
26828,65101,2022
40276,50030,2005
93295,52093,1997
89074,85620,1979
26765,27544,1997
50366,65469,1971
47864,11961,2005
33726,12863,2017
90833,9318,2010
90550,21194,1981
90336,22451,1993
92157,44332,1977
62339,68541,2003
70980,25405,2001
47786,96968,2003
82332,6898,1988
45505,50899,1975
44083,83620,2009
43315,83153,2022
44164,16120,2019
60741,33517,1990
31814,37718,1976
9183,39695,2018
48907,40143,2000
75660,8646,2005
7466,71105,1990
58394,46669,1975
19303,7274,1998
23124,59219,2006
94857,28548,2010
49893,17139,1970
85946,58280,1978
21260,37613,2007
56303,75304,1995
69053,7441,1981
84242,29326,2023
84671,83620,2016
93446,87323,2022
90761,2455,2023
66568,70181,1984
36616,36195,2013
35688,63957,1983
97915,58760,1998
20818,35024,1977
41220,53259,2024
72641,8053,2003
55492,30478,2000
68520,58752,1973
58772,31763,2017
31018,93123,2011
92984,69404,2012
23932,74825,1992
92817,50,2009
95844,21722,1990
58352,61084,1990
20042,73811,2006
40953,43927,2024
63073,21191,2023
36581,39504,2001
15621,17276,2009
66515,10363,1981
22960,49582,1989
11786,86631,2003
99027,66845,1974
81473,2586,2023
88777,11619,2004
30892,75585,2024
37897,93658,2002
51930,6224,1997
97323,19107,1970
35258,30611,2016
27196,27843,1992
14612,30478,1971
36616,65222,1991
43619,16955,2004
7472,20591,1994
10520,41124,2020
53493,80335,1995
74061,16988,1987
63025,65402,2014
21311,34630,2009
4828,35500,2021
15608,99879,2000
79583,37868,1972
91609,97938,2005
55837,60886,2007
92514,10948,1995
86651,79900,2019
21446,75737,1979
98484,65190,1991
89257,73399,1996
10685,43604,2018
60438,71847,1999
82927,97666,1971
20628,29261,2013
83561,32109,2007
16905,43787,1992
36277,89806,2000
18043,75997,2013
74490,6572,2011
50080,60529,2016
63677,22989,1997
2155,78271,2000
89350,51477,2021
54125,19034,1994
56449,72881,1994
97499,94946,2019
26786,96097,2000
73876,45728,2017
37879,77213,2020
93373,61189,1987
80726,47130,1971
33861,92010,1986
20628,33960,2008
21134,6337,1975
10517,55069,2013
97881,46692,2018
91607,1813,1985
16071,99816,2000
97585,82210,2004
33750,39940,2010
57285,29076,1975
35520,95156,1973
502,15294,2006
27369,92635,1977
41992,7186,1978
92575,59944,2010
77820,14865,1988
90297,51825,2013
78859,47492,2016
76431,56309,2020
32831,65872,2020
99931,39206,2014
59151,53231,2016
33567,95386,2023
87958,42700,1988
13747,16174,2015
8397,44839,1995
23479,76703,1995
13768,7770,2003
76874,42789,1991
65536,66129,1980
72559,50694,2011
12723,64893,1997
56939,77627,1997
36875,61333,1981
48196,20752,1996
4831,18960,2017
72196,39297,2022
72855,95400,1976
21509,50846,2009
92954,49027,1972
20284,41421,1999
33112,57076,2008
31672,33829,2004
98952,4170,1991
83152,15053,1980
73911,26204,1991
55793,46211,2012
91770,29225,1972
18802,16295,2006
11057,46237,2002
18744,27676,1983
66645,90439,2003
93813,72059,1999
18599,66467,1978
68201,62103,2017
91211,57416,1972
63896,24703,1987
75429,80805,1977
82207,85108,1984
20801,14816,1970
25667,64591,2000
49595,70331,2024
61197,75952,1987
88264,67087,1974
62729,42757,2005
32353,23977,1977
41206,68359,2019
6112,90489,2004
36358,83282,2024
70883,90356,2022
52610,21268,2023
51402,34526,1984
60709,67971,1970
59804,66735,1992
70955,43882,1974
25801,23798,1981
41505,58309,1994
29800,19860,1983
71721,1492,2000
92138,70004,1973
90469,80845,1998
52559,58338,1982
81529,4014,1983
69958,59535,1995
77253,61649,1993
52748,16091,2015
83618,62767,2018
42481,72443,1996
49126,21778,2009
59955,997,1984
4290,17425,2016
49115,53011,1976
39690,99816,2020
57436,80695,2005
19219,67262,1977
79099,35496,1983
40286,48441,1998
96313,66859,2013
44332,67563,2010
23345,88345,2022
60245,45161,2007
87249,31555,2019
30915,54677,1990
23521,50568,1980
94857,48539,2008
52264,50846,1999
57154,60778,1996
66239,72946,1993
40644,3241,1978
12250,36987,2019
57339,73135,1976
41230,18839,1981
19802,28022,1990
90501,75162,2004
85877,91591,1988
5013,15037,2017
23597,35615,1973
55246,67356,2005
97309,47636,1996
68994,16365,1989
74926,75905,2024
12975,81189,2022
87100,26651,2000
58611,32066,2018
60022,60860,2016
75628,79825,1985
77053,25888,1988
84317,43481,2019
85012,126,1982
58821,29636,1973
53594,3011,1970
53377,2046,1989
29573,61873,1986
54724,81363,1991
37676,38502,2024
96581,87816,1995
47516,53930,1990
66918,71519,2019
70980,81331,1970
89556,39796,1993
53023,17354,1977
53481,42519,1985
12276,45349,2004
99462,41786,2022
69051,92066,2006
95900,95542,2017
43391,28133,1971
84596,77265,1984
32201,37233,1977
71945,9245,1970
85012,49428,1973
52723,62575,1991
36043,99593,1974
72277,20674,1976
82895,84315,1978
46396,77637,1986
70968,81684,1977
27516,82142,2014
45789,77665,2017
82669,65662,2019
10238,67231,2008
1990,38001,1983
32423,1382,1991
47107,97669,1989
22875,46441,1996
57920,86882,2015
29893,53258,1984
5850,77857,2021
83712,85620,1993
44149,80234,2014
55321,57416,1976
48106,64988,1977
16420,25888,1995
20157,8360,2014
91707,2805,1985
79735,85702,2012
80496,507,1982
76763,73892,1989
98586,86168,2006
7689,56095,1978
44728,45811,2010
19349,11322,1993
64518,70256,2004
70454,87955,1981
3808,54259,2004
49943,90566,2008
66379,17137,2018
40812,93039,1998
60566,19653,2002
50900,2058,1995
65301,11404,2020
20284,94937,1994
9357,55701,1977
36979,57071,1989
24501,57722,2007
58577,88451,1995
19024,61189,2002
69358,1940,1993
30436,41786,1984
56855,94090,1978
75365,33845,1985
95011,73660,1997
59034,10064,2020
8206,23684,1998
46536,1304,2000
16692,67972,2024
17312,51553,2015
92381,73046,1981
26786,53299,1974
16032,13088,1979
20039,99261,2003
52997,75756,2006
45087,80314,2001
48005,46954,1998
27330,79290,1972
87096,21409,1992
70647,30416,2021
62333,51093,1976
91585,2280,2000
36616,14333,2023
29915,35507,2024
37975,32271,2003
75457,89932,1980
68776,58907,2021
24707,64334,1996
29677,26305,1976
29703,60710,2019
51973,65694,1991
78494,41011,1973
24303,64752,1988
41970,99251,2015
91594,52672,1975
53058,5673,2005
13701,1357,2020
71135,64003,1970
5642,5429,1988
38701,69093,2013
58914,13117,1987
32439,63602,2013
27168,83593,1988
17255,87878,1980
26696,2533,1991
1630,49174,1999
41516,50099,2000
3558,29982,2022
14118,79059,2024
58146,71686,2021
70742,55149,2006
6245,96410,2024
12136,20538,2005
29219,61853,1991
67877,49244,2013
26594,67462,1977
10169,59815,1994
39690,16091,1970
44397,20411,2002
99516,90533,1979
44496,97182,1994
87935,47553,2012
55565,39642,2024
60296,71277,2022
58614,74799,2020
32742,81567,2005
31407,40354,2012
54987,61404,1975
79610,83208,1986
52535,94297,2016
14853,37325,2008
10493,79630,2016
16960,77989,2022
66512,13929,1994
59560,58151,1974
5654,71105,1995
75502,40203,1998
60203,42530,1972
13297,57201,2008
82997,66948,1998
60423,77026,1992
91239,85857,1982
41508,33249,2012
84463,72442,2020
12267,79286,1981
79776,12789,1991
28653,82494,1996
19952,49837,2014
18425,26855,1970
10952,69732,1994
88954,38233,1986
4757,50215,1982
91036,97811,2016
95496,5649,1992
78386,59241,1987
94199,16069,2022
95464,29075,2015
75022,64737,1993
44783,87823,1995
14707,90529,2012
55508,42678,1986
66936,43474,2022
91180,19062,1992
25867,70418,1981
33514,15119,1979
74268,75427,1988
85002,58151,1979
99254,52869,2003
88265,96563,2001
1566,98825,2009
91502,89706,1981
31543,91774,2006
79464,42809,2014
73389,84856,2021
8278,30394,1986
64047,90124,1983
41230,37313,1985
34823,47263,1971
89334,10575,1997
56015,44264,1992
1017,88259,1971
4048,16055,2014
83986,94366,1976
80894,87097,2023
53117,76259,1984
65219,31240,2002
27389,87682,2003
38140,82980,2019
23109,21344,1979
11790,50307,1999
73425,56230,1977
21384,26509,1979
25747,27691,2012
42608,40773,2021
30206,417,2002
18824,88545,1983
86757,44634,1974
28309,48441,2021
54358,84770,1971
49156,46648,1981
59655,33060,2012
45559,81459,1990
10120,49254,1975
21986,32676,1977
40084,91934,1999
24501,91068,2005
31432,4284,2010
64495,92118,2005
35792,10710,1971
23278,2805,2016
10169,94717,2018
93407,31743,2008
58346,56233,2015
28013,2611,1993
2291,20123,1990
81889,77907,2013
58181,66410,1982
34754,196,1980
54724,58328,1998
83207,43481,1978
17013,39550,1995
32320,35862,1984
36323,59650,1982
29943,17918,1973
31726,64611,2003
68010,17198,2023
63882,36332,1973
76751,87310,2013
63938,3067,2023
92009,72777,1972
4784,19788,1972
98656,26797,1972
52482,20,1995
54089,33243,2013
58618,55017,1971
75066,22223,1995
63289,86534,1977
67471,51016,1979
69406,26969,2023
72559,10006,2014
63316,29636,1981
58661,2932,2015
98472,74613,1984
52445,85702,2009
15856,23296,1983
14322,65386,1975
93129,15593,2001
992,20083,2016
53225,42517,2018
97483,53003,1972
62434,16666,2020
84899,49417,2005
38605,84315,1972
60423,51401,1998
87880,90223,1980
80992,16722,2015
79641,81919,2022
17654,96532,1973
48024,42308,1994
41213,78534,2011
25821,62894,1990
15508,77659,2001
41019,76246,1999
84200,46717,2020
11515,33156,1996
21134,79192,2010
48246,79236,1985
32118,52296,1983
42904,34751,2020
68604,99223,2011
73884,64635,2024
80348,82040,2022
70080,80849,2020
29898,87955,2023
50771,13652,1981
91594,18052,1995
76424,17343,1992
41037,48459,2003
48783,64858,2017
23115,77287,1990
1545,75067,1982
16867,62717,2010
78292,57429,2001
99862,22282,2000
34563,72026,2012
33532,61870,2010
36483,5292,2020
79799,65872,2010
91385,2772,2005
5636,84720,1988
7153,68786,1976
64086,98583,2016
91884,6342,1998
90469,27979,2017
48659,96415,2021
97473,24832,2011
75533,29431,2010
64559,23865,1973
8667,55069,1973
61178,18498,2021
80116,67993,1989
15,43493,1976
64723,30847,1979
70931,39057,2017
83924,9886,2019
27923,91913,1976
55246,88590,1980
29879,22484,1984
57742,72921,1995
39145,38112,2022
48038,30310,2022
76718,15106,1984
71279,43693,2017
69861,50415,2018
20548,8374,2022
14238,29446,2004
22939,46954,2010
28612,73054,1996
2351,10604,2007
21872,990,1987
91781,67608,2004
43382,70576,1992
82891,67917,2019
44142,61473,2016
47585,59441,1994
63183,23205,2006
40985,5335,2002
26801,95099,2003
67512,36556,1994
46375,8492,1990
94468,16238,2005
11812,50105,1971
80240,4573,2016
67793,83827,2022
62169,24030,1971
79459,43904,2017
70265,50038,2022
69936,46105,1976
98206,14395,2010
99873,45152,2004
82073,8687,2000
28077,83860,1975
36351,97429,1976
75325,93511,2009
99092,14865,1970
92071,6302,1995
15344,40317,1996
