VendorNo,CompanyCode,FiscalYear
86201,33515,2022
99589,1869,2021
52543,18160,1975
45225,87328,2015
65665,91082,2003
32908,2146,1997
57056,75562,2022
5334,61254,2011
34504,46199,1998
41586,53830,2006
58795,51976,1999
52903,69623,2006
31213,94707,2001
2773,36829,2022
38348,34890,1987
72207,91082,1990
89954,35738,1994
21507,24610,2013
87377,86509,2018
77481,70344,1999
61279,91717,2005
72665,92788,1988
64537,87816,1999
81937,50921,2018
87922,42397,2013
21312,88794,1970
78825,19421,2005
62286,60355,2009
46608,79614,2024
1731,75167,1971
17552,83055,1975
44965,78993,2014
18527,19073,2012
23843,20192,1988
52986,28982,2018
96504,64334,1975
1427,36447,2024
75368,44969,2016
37413,49511,2016
32242,93814,2019
42859,51910,2003
79153,82417,1970
32671,85777,2014
17284,35918,2011
67298,29433,1988
18959,34520,1974
91296,84114,2013
57382,47481,1972
20830,30922,1979
10499,82299,1998
67617,30183,1974
32607,42534,1993
51909,44311,1997
36634,61134,1989
67011,38293,1988
37756,35635,1992
77329,73645,1970
92070,52619,2007
8160,14013,2017
41166,82441,1997
47748,31472,2012
51154,88273,2010
75375,39891,1999
56861,79563,1980
21991,52104,2001
82582,69400,1992
97312,95121,2008
56639,69085,1985
58696,56133,2014
99504,59182,1975
32087,63721,2018
81732,80977,1991
84394,95384,2003
94092,98774,2004
37977,38145,2014
17880,65999,2022
27331,99655,1974
7990,42299,1983
70742,37382,2008
22833,72028,1985
5267,70066,1976
57559,29867,1986
18612,85215,2022
54073,88654,1983
49540,50821,1972
9176,15005,2014
70794,90306,2012
68787,99030,2009
63107,1872,1976
49986,41530,1988
68289,33283,1980
98525,64170,2000
40385,79243,2007
72343,5705,1993
45069,7980,2009
13836,36343,1978
72811,40051,1997
44843,34131,1979
94203,71296,1995
28667,90481,2012
64564,49785,1983
77583,95795,1984
9214,51699,2008
48572,64700,2014
98990,10575,2020
28417,77627,1980
83051,42126,1974
37984,21026,1981
55075,26572,2022
43247,33249,1975
51183,99972,2018
10513,91365,2007
88607,67845,1999
5743,78552,2007
92723,48178,1982
92508,56424,2008
23883,33263,1971
62005,64009,1975
85054,4295,1987
60084,69374,2007
72983,21638,1981
44663,89167,2010
10361,72576,2023
14405,43919,2009
379,10618,1983
88443,13688,1987
46120,77659,2014
35795,7748,2019
23271,90154,2008
88545,48640,2019
32294,60312,2007
48377,12181,1998
38031,78223,2007
2976,86348,1983
64594,1709,1990
22147,3129,1998
53103,4650,1990
94185,55517,1992
68038,63082,2001
86682,66432,2007
94249,39043,2002
53548,99359,1979
9284,16504,1985
35307,85651,2002
70333,24947,2007
79120,43915,1975
87657,36092,1996
96460,2675,2022
49579,37417,2019
9000,19179,1985
54285,10111,1981
2872,43474,1988
62503,67042,1980
79151,70159,1981
28545,11258,2001
78159,49027,1980
18218,59704,2013
53868,42241,1986
793,58118,2004
15657,14554,1970
994,30882,1999
91294,81358,2018
52437,95473,2024
79960,30463,1986
22430,90695,2021
32248,63395,1991
95114,81461,1985
57809,58418,1973
7374,15017,1983
81848,41007,1981
94706,18973,2019
51253,36685,1998
73201,35032,2015
3501,1248,2017
22622,14136,2000
1658,80915,1986
25225,35969,2010
81754,59425,1995
8014,97938,1971
75239,93065,2003
2608,99747,2011
20236,12272,1992
17375,64560,2016
94434,39905,1978
72209,92610,1983
46823,94843,1981
41349,66985,1999
84138,84597,1987
37597,52105,1991
39365,30956,2015
23397,52878,2019
30245,15585,2006
33592,88138,1970
61651,46779,2003
44599,2256,1974
54195,67794,1970
99357,42347,2019
90026,8381,1997
65860,55091,1976
52138,81787,2019
37539,845,1977
16117,3603,1970
98975,59757,1984
50840,52548,2008
44376,86730,1988
66663,10052,1978
53682,1306,2012
30381,98850,1995
77096,47485,1984
76917,62007,1982
34895,77485,1991
84879,55880,2022
10890,41342,1974
74726,5448,2020
93437,54937,1970
85774,79093,1987
33978,70080,1982
37698,19872,1998
34335,80998,1992
83066,59188,1999
293,30671,2003
16772,43766,2021
83806,84978,1973
21975,62438,2007
72293,48333,1979
57289,67681,1980
14496,11674,1981
20547,30980,2004
23099,35758,2007
19358,43848,2005
20886,91111,2006
40523,86335,2004
49983,45848,2005
32609,31827,2004
30910,58823,2023
11722,75599,1971
85725,72037,1984
45607,94090,2016
96752,36696,1982
71673,7783,1972
25536,19788,1991
81557,45728,1970
50260,60578,1993
58690,98279,1991
84647,74655,2019
53768,54632,1997
23671,14625,1982
73908,81170,1996
47674,70589,2011
48721,55092,2021
15348,91421,2018
67953,98165,1978
91211,45314,1997
3927,94254,2008
32715,19661,2023
32430,97412,2009
68996,12642,2011
18479,44370,2021
64924,56946,2007
65973,51552,1999
62338,33791,1975
89382,48572,2024
57347,45152,2005
22844,39983,2018
8427,71680,2022
10260,53374,2017
10324,58823,1998
47866,54276,2014
84910,26373,2014
13278,61696,1999
8991,71686,2020
81877,90250,2018
82775,19435,1982
81763,50859,2003
28012,71846,2011
59072,60312,1986
37254,81176,1999
92010,14810,2003
1706,72237,2015
57157,99009,1994
10008,57209,1992
23271,71519,1974
49477,92118,2005
85299,84090,2016
96320,36195,1990
7483,40442,1985
7584,9201,1972
29527,30863,1977
1201,12520,1977
92472,97830,2023
63076,48224,1995
38098,70743,2018
54448,1836,1991
97848,24856,2012
34217,59521,1979
61201,91402,2008
57842,43060,2002
37048,39286,1998
16864,79969,1997
37488,84348,2021
43029,12863,2009
90364,43206,2014
8197,80951,1993
62757,63315,1993
92194,15637,1978
60710,64424,1986
1514,88366,1977
91898,11045,2023
20830,86677,2001
19309,65829,2001
96328,85421,2023
81551,75123,2009
61256,30986,2010
18612,56114,1977
406,44522,2022
18527,50099,1998
78322,64796,1986
49464,73761,2014
8359,68076,1985
84086,31420,1977
65348,59506,1976
67209,22578,1994
70445,32332,1984
79047,83943,1994
75377,25151,1979
68014,94052,1993
30844,18037,2004
9106,66430,1988
57198,66346,1982
58445,10170,1984
46975,15936,2015
4798,74512,2007
20456,71937,1995
68116,48666,2006
49331,89779,1970
597,37743,2010
13182,14648,1986
18549,84093,2014
65482,6717,1990
59419,88057,1987
38382,38400,1989
23433,72988,1995
93900,46634,1997
71713,46639,1970
9499,44355,2024
79315,18973,2010
60215,845,1983
33891,43060,2006
1625,83832,1982
80821,59944,2018
50548,64462,2000
30559,74861,2002
91830,86617,1970
91174,43387,2022
53682,20470,1991
46986,22480,1983
60949,35036,2023
54053,60390,2018
46510,78001,1982
24105,19728,2006
17509,32050,1998
89849,86617,2011
31970,99266,1985
72111,40929,1982
5780,54428,1983
39365,69319,1977
3989,17015,1997
12812,30561,2012
4646,69122,2002
60187,73472,2014
13260,12650,2003
28934,36991,2004
26910,90029,1978
42939,44987,1993
19815,48715,1976
51234,34841,2004
86485,16313,1991
11142,94585,2003
27000,10351,2015
40881,58090,1991
96671,8469,2024
23422,46363,1974
40925,95545,1977
53623,56876,1976
78023,36073,1981
86049,9671,1976
41923,2805,2010
6260,50846,2023
1444,84637,2009
70200,63359,1985
12216,78578,1972
66048,64568,1990
70729,55331,1987
84917,11797,2020
68374,50973,1973
5173,25662,2018
52422,26930,2009
69895,57725,1988
12883,4736,1979
41312,37996,1996
80948,39052,1972
9507,95432,2013
1588,71987,2009
66381,45707,1989
65372,65862,2006
86900,46560,2023
81329,86641,1988
66960,82233,1997
47191,51943,2000
92436,78358,2009
78515,99166,1972
89413,71390,2008
40195,35169,1993
85690,37996,1991
57142,80602,2007
531,36644,1991
23556,52698,1998
52357,17602,2008
74150,74553,1976
67217,74515,2011
77515,75230,1997
54995,47620,2023
35928,77146,1976
39365,74348,1975
1360,80272,2010
46301,47839,1983
18692,16231,2023
87681,68850,2020
89697,65114,1994
16771,57641,1985
37048,60618,1993
52437,28709,2001
43146,87198,1973
99444,81349,2009
11603,41732,2014
5461,61045,2005
92462,99899,1981
58328,86726,2014
41606,80771,2014
77592,80494,1980
68880,17538,1998
48159,56823,2005
36387,36999,1990
31582,48090,2000
51096,98741,1979
15914,92175,2006
50274,7267,1999
86386,732,2002
54701,31797,1983
99729,32050,1972
62169,22695,2014
12730,72989,1982
37741,20634,2019
97254,82451,2021
42992,41275,2023
6855,26279,2007
8653,63019,1982
81900,19222,1998
54461,22040,1983
38779,13983,2020
50077,26221,2023
61899,51703,1984
9499,77185,1995
28055,74979,1989
69944,98517,2017
95826,11567,2018
92119,47502,2019
30230,77662,1976
51488,5743,1972
80243,99009,1988
92176,34016,1978
86474,36990,1979
15637,92788,2013
95560,42370,2009
34685,34055,2013
52862,61429,2021
78959,52676,1999
24901,18282,2010
41036,30075,1996
71750,8289,2015
33176,71061,2001
51544,40515,1990
89543,52615,1974
75016,21409,1998
52400,67197,2018
5825,88977,2004
91492,32025,1981
50505,7730,2012
85489,22216,1976
5011,35204,1999
42535,97432,1975
36938,70984,2013
26536,93556,2006
88335,8513,1999
53489,89865,1978
74813,77814,2022
80855,60754,2001
60866,58280,1986
30630,10455,1993
73694,27131,1991
68166,1194,1977
54572,37897,1992
87095,78910,2013
41451,88963,1993
19587,34685,1999
6833,30055,1970
41689,33233,2016
81609,83147,2001
94662,87448,2001
50413,26320,2007
28139,83275,1990
63409,52186,1973
81937,40143,2006
8596,51637,1992
89460,49089,2014
38727,74838,1996
30821,12036,1972
33155,83914,1972
82129,20571,2011
52561,96051,2021
38742,17482,2016
68324,34575,1974
8055,34030,2017
80608,57633,1988
82065,183,1994
98860,57598,2012
33164,2649,1972
11626,71847,1995
49543,24042,1996
6592,56946,1980
6685,5747,2016
96774,74152,2019
65111,92608,2018
11723,14847,2013
73698,89076,2011
6769,94012,1989
84038,44630,1971
92462,7676,1977
26596,85367,1998
50812,6389,1987
35750,66809,1993
97291,22961,1984
25824,62123,1970
11477,91422,2000
13683,80805,1973
38704,62693,1984
36477,68699,1979
38135,41591,2022
86753,26898,1970
15645,81459,2022
5709,1422,1993
36001,61569,2008
34257,81442,2021
17900,18603,1996
61770,70348,1991
73425,90463,1993
34254,24068,1988
49111,94937,1996
84910,16207,2003
37662,31549,2003
25193,48690,1976
26624,19788,1979
14316,24227,2002
78593,30310,2016
78447,55940,2019
31036,82719,2008
11923,81216,1982
52188,67289,2020
36039,26396,2014
91496,26143,1993
85852,59727,1970
65059,50752,1990
79865,65534,2007
46422,39446,1980
57127,77824,1980
67545,36715,1976
85023,72607,1971
61256,84597,2004
97231,12102,2018
17422,36151,2001
57381,57201,1986
9116,15809,1995
89434,43021,2003
48504,45550,1995
5871,29719,1993
90402,5632,1999
8497,99895,1992
63243,15416,1991
86941,34333,1994
44615,75952,1985
35411,42550,1973
69104,7267,1999
52876,52746,2011
60633,12236,1996
65234,53596,1983
23338,24550,2013
80637,18353,1970
22539,93124,2006
58628,70151,1974
97950,13518,1982
72463,4480,1999
62135,94226,2006
79107,8706,1982
96731,51038,2013
14708,71094,2005
82242,86132,1975
70427,43882,1986
70885,25601,1974
55289,92430,1992
95088,79243,2024
52163,61353,1985
91898,25838,1994
71099,62767,2002
57821,6015,2020
71744,88309,2004
99512,92924,1996
20184,32415,2012
46161,95625,2000
89552,69405,1982
62086,33998,2021
59570,35678,2022
80895,27056,2023
37621,3675,1980
30599,45349,2013
42341,89497,2017
12780,60762,2016
77984,14616,2010
28672,30384,1970
25524,55117,2008
73634,57471,1990
4983,28491,1982
61714,14165,2017
68438,19643,1995
27694,89419,2008
10189,30873,2020
46786,15917,2009
6502,75545,2004
69813,21678,1978
7245,46998,2016
72702,14997,2009
70787,30378,2012
38900,98583,1979
57600,72398,1987
91618,97102,1995
85120,55034,2007
20456,98355,2013
43299,63283,1978
63845,61623,1983
3927,63731,1987
14709,93601,1989
74096,5500,1998
76156,76763,2008
39064,53944,1989
26122,6387,2003
86360,26221,2017
94407,37438,1999
31513,17474,2016
32485,86655,2018
793,47979,2003
20564,88054,2015
15840,42156,2001
49563,40449,2019
12997,88994,2006
88335,25468,2019
23263,73983,1983
88564,38769,2018
49620,1670,1987
