CompanyCode,FiscalYear,DocumentNo
12218,2018,2766288625
84348,1985,4665140709
3486,2007,2194756555
81944,2008,9413701471
89616,2004,8603739240
14907,1985,6235121257
49323,2019,7153369080
74801,2018,3135905866
89410,1992,5470213536
9231,1992,1489202345
86061,2008,2560826969
2941,1999,6885592140
87165,2007,5824162585
30922,1987,4968959102
58752,2014,1613971903
51413,1998,0626659255
45977,1971,5956986759
88136,2014,3391734906
20997,2003,4383702603
76565,1990,0241581786
33511,1974,3148228910
51524,2002,5097741439
91883,2017,5556954290
85713,1987,0845132896
1450,1974,4920455925
42833,1991,0122831739
36593,2014,0047380731
64533,2020,3659874787
80708,2015,1428230605
7844,2000,4232904968
99132,2002,2014630645
77321,2007,0253743025
4253,1987,2215603955
5914,2002,4962258626
6103,1999,4094667952
21527,1985,8378573421
31905,2024,7509981831
64569,2015,0072611493
85651,2013,1427569925
2881,1988,2510455585
56265,2015,6497318193
12044,1976,7797266107
50837,1998,8126185523
79474,2014,9446926424
98335,1981,0526476242
67712,1993,6776449733
76646,1987,9768260854
30254,1994,2346575319
37197,2011,6175568110
18839,1981,3439580843
18672,1985,8000313318
56204,1999,4082985040
22053,1987,1901680155
66696,1977,3164386520
12368,1978,9115017654
20510,1976,1856325433
55149,2015,6059758079
37669,1987,1314036841
76062,2016,8975280347
44767,1995,5079494214
52684,1990,1228606942
65231,1986,8539747063
34883,1979,9373174848
71846,1992,1551498891
54705,2006,2892597991
34385,1972,4638254730
22048,1974,7171506309
26797,1998,0333981993
89616,1984,8474638414
27296,1974,9594380563
23949,2004,7787356912
78157,2020,2213754500
64568,2013,1326572075
99203,2013,2331554053
1642,2007,1407593693
62117,2021,5914620208
37020,1992,2332296081
78723,2024,1233109542
17281,1977,2430959170
72679,1972,6802259979
32088,1997,8173878188
96129,1994,0932965353
50752,1984,6167428083
1665,2014,9073808019
52209,2010,4813963776
61397,1975,8713707312
87364,2008,8180830485
66723,1973,1011066670
40495,1989,4901987299
31887,1990,1349889782
24403,1999,1756652777
93771,1970,9260739574
84564,2013,5318329239
18496,2019,1136241300
68797,1973,3919323132
87297,1999,0793147222
34998,1978,7131474350
12439,1971,5938011618
47457,1979,5292287853
74024,1988,3729729862
76991,1995,0891178109
79286,2000,9259360345
12653,2018,8328677812
34561,2000,3947482048
44151,1998,5665946133
50460,2009,1325933918
43852,1999,1592980506
62024,2005,1669342075
4995,2008,0422167369
14616,1978,3876221458
69395,2017,9742590474
62344,1977,5689582564
81139,2005,6828182676
67816,1999,9327984227
77646,2003,7768179226
22481,1974,9241661207
99094,2005,1482187559
55020,2018,4145736523
36176,1973,2677058303
6126,1974,2778701639
15530,2003,4523632329
15712,2004,0042455846
56535,2011,4994846604
57069,2015,1556372809
97797,2017,8030152985
55558,2012,1321044837
84590,2006,5377106610
9355,2006,0746848779
30969,2009,6471244571
17381,2022,1998195702
8706,1981,4744626027
62364,2020,4026002961
23337,1987,5868276457
86455,1984,8653861759
82324,1970,4626329176
6402,1973,4509586576
8980,1970,0544660710
69526,2011,5492306823
48357,1996,5034927105
11010,1972,5189035080
69568,2009,9328755600
19932,2020,8209320735
68709,1977,9317209335
68970,2009,6284528355
67768,1997,6252942550
26724,1971,5511123360
81908,1991,4962584339
83505,1984,6889964885
24254,1979,4819908653
11994,1999,2690396374
92430,2000,7836672505
22961,1981,8818167037
66410,2018,8202510120
68717,1984,8374771562
25294,1973,6245867598
16955,2017,5656449094
77989,1988,2111952047
46565,1975,6408162765
29227,2004,9600146644
84123,1973,7196360321
4352,1979,4401123528
79563,1986,0588223254
82212,1977,8173547400
29700,1985,3852686358
46246,2019,4058523771
12745,1974,9870334130
29332,2017,3334131724
82494,1991,4153082304
49837,1995,1956639934
54276,2022,4932070141
76055,1984,4902320421
67941,2000,7395124979
40317,2007,4505898038
66346,2006,7557982475
26318,1984,1084517983
36618,1994,0412637805
9878,2010,9412183943
68423,2019,4209751092
87244,1971,7144784662
9676,1988,3212240504
84978,1971,5617265222
90065,1984,1117163121
67383,1996,6363699154
19421,1979,3010192698
68088,2022,3874600379
47263,1996,4457172755
68267,2010,5204984241
68043,2021,4487865932
21409,1977,2883224770
23224,1975,4091131639
42957,2001,4457504257
52361,2009,8214748387
4100,1970,4077181906
46148,1983,6736054627
17745,1997,7673749179
13050,1983,0355470284
1547,1984,1353531949
26437,1979,4044332206
74812,1978,8051684622
24030,2016,6173578556
99214,1987,1143969695
55195,1997,6757963555
47759,2006,3238166691
24099,1986,7550153040
9314,2004,0585671900
85472,2013,4687127521
56696,2000,9158462605
81580,1994,6500688397
35738,2021,5663154016
73953,2006,7280686397
41657,1999,6653910672
79013,1979,3048727790
34053,2016,0160701872
47002,1988,0359482550
31633,2009,6650215798
49829,2019,8361492298
25288,1970,2697768117
14462,1985,3228969062
80789,1974,4629525603
69647,1995,9588714468
27069,2020,9127537443
88124,2022,6105235046
93046,2016,4432620956
91898,1973,5692007570
71809,2001,0353457698
11216,2013,2982772345
91116,1978,8838621535
89329,1990,8959366476
44312,1973,9625910026
5980,1997,5215006697
54772,2006,2613813053
82100,2018,6896858663
18484,2005,6878472506
58451,2001,6011504479
5157,2011,9721708364
36226,1996,2071926054
92721,2015,4715940314
59982,1999,6526743927
15593,1986,2232690344
16783,2016,1051757903
82980,2016,6914917564
77814,1991,3463533536
13162,1979,3694790336
60471,1997,8291125333
44639,1972,1611369520
37227,1991,0396914290
3029,1981,8134106153
82054,1983,4863845198
59212,2004,0454737734
4064,1997,7453714286
82430,1987,7385723229
64358,1974,7994804800
6640,1994,0484547838
44680,1974,4607093349
84657,1986,8702350046
38480,1972,6556406304
79986,1975,9902285548
29991,1996,8396026857
75303,1981,9985492835
80247,1971,0423929932
99643,1990,1994615039
77288,2000,8079920578
5639,2000,2941858227
98482,2016,4168009813
92610,2022,9022957585
34895,1975,2681407489
85620,1991,8483100393
40401,2003,8503589172
57200,2018,0909502568
15166,2012,2753208257
6622,1988,7148862931
74778,2009,3356839119
68183,2005,8661392224
70051,1972,0138447313
46228,1971,3761382299
49312,2008,8207299483
56099,1988,5546201077
328,2021,8476709235
40515,1991,8235044835
37264,2023,7337829013
19860,1978,0278784929
46714,2006,4405231921
55331,1984,1147741884
69511,2009,1184466102
78286,2010,0969141961
44841,1993,9303919207
79975,1986,2346828113
27639,2015,6185837183
22254,2002,3204642585
38001,2006,4884387869
39293,1982,8209827299
32066,1999,2675829685
62844,2000,0882971721
5107,2007,3854655849
9997,1985,8498831265
64796,1993,7933253950
6335,2011,9527132391
77989,2015,0721509400
88190,1988,4442468679
71755,1996,4910733203
2496,1994,7607258738
37672,1994,5394687055
97303,1974,7939164894
31549,2010,7488340900
10250,1996,6355157786
73089,2019,9768940046
84961,2019,1723423194
37860,2019,0581631498
68610,1979,1727094345
77846,2001,0160132444
56179,1999,4218353835
58007,2000,1596320415
6630,2006,6845982331
87227,2007,8879622234
51093,1993,4062414700
58181,2013,0273547985
507,2000,7643896651
60355,2002,4494425741
63762,1980,4017923621
57164,2022,4472096637
2842,2009,7767717663
80890,2003,5091071669
67043,2007,1975235791
19032,2000,8155430619
30332,2004,4323545846
55002,1999,1306129036
30969,1992,2367711035
77311,2018,2310122748
9031,1985,5640962661
57719,1990,3674465194
27754,2016,0907274865
33521,2008,9770758455
66733,1974,4207113653
98704,2002,4098671289
69121,1986,7661608358
72507,1985,0180406643
5846,2022,8432996760
23769,2020,0115863597
94625,1971,7663671389
37197,1970,2046497468
26651,1978,9187517593
94948,1986,1806505819
51964,1994,3223272039
45525,2014,8757701994
12735,1996,3391781171
30864,1978,5393966006
91684,1995,4188301389
79913,1988,2680632728
31032,2001,3930983315
81580,1993,8823289105
99223,1973,7720275822
99130,1998,7981970805
78782,2010,9280633827
10170,2019,4747164509
88164,2014,6695723896
13601,1996,8565082737
39086,1982,6128497453
21977,2005,6076185266
83640,1995,4324409328
12821,1981,7304944480
66454,2001,7701722408
80873,1993,8336582639
92931,2001,8650839892
35421,2012,3280478535
92829,2022,5141487775
93165,2013,5793977286
92351,2006,1638043080
61679,2017,3667758030
88190,2010,0796794964
25020,2022,6298091063
65669,2024,2883883255
75585,1974,3439470312
38045,1992,9544791536
71993,1971,2725103368
36855,1993,6364231810
88239,1971,5730881997
85873,1980,9492192571
47863,1991,4827038236
78132,1998,3667480579
59425,1975,2244068831
1494,2008,6312840600
54828,2016,2383909538
21623,1973,9782858066
9183,2014,2406218575
44796,1992,8568918238
15389,2010,5559586904
16123,1980,0963359938
8667,1975,5741675774
48709,1983,6381957831
11503,1980,3701781245
88382,2002,2555595197
64161,1997,1541933149
83393,2000,3710294459
72924,1990,1352407954
24466,1981,4039477748
1344,1997,5021577055
99224,2014,2221667622
97182,1970,8896933513
10367,2008,2546349418
36717,1997,9902483061
58398,1976,8174674040
45049,1979,0177684607
24832,2016,6603457849
87328,1971,4672514145
889,2024,5356028051
86696,1973,3207957133
9547,1997,1194553958
66733,1984,7775314436
29691,1998,4547769220
64700,1971,1987222371
80372,1971,7670785252
26518,1999,7564810342
54955,2020,1453599503
19082,1990,2635743540
2285,2018,6374143695
95669,1989,0928699685
69203,2009,0665846522
8916,2013,0741074700
75662,2020,0505226206
75236,2004,1611613454
41063,2014,3828871110
18167,1994,8043610505
50841,1999,7046209411
12757,1972,2586929666
50338,1971,4349346682
65195,2010,9628486973
52577,2002,3351803362
80160,1992,8633372046
74297,1992,9986937565
55817,1996,3887260261
62799,2004,0938875934
77918,1990,8128974192
49269,2011,7086926006
16314,2012,5991324922
51548,1993,2085016690
66409,2022,7370341603
24469,2006,8436910575
21708,2004,1372819587
92834,1975,2607988480
71872,1977,9840481107
81731,1980,1318032940
38093,1973,3425799127
17209,1995,5836730931
96410,2005,0234543919
1825,2012,7420589817
28080,2004,2538287606
50102,1986,1883030783
17860,1990,1597576227
19661,1979,2024714765
97152,2001,4352279106
52581,1979,5233123992
98916,1971,2429516333
46805,1981,8935698607
31827,2003,9618698859
66387,1979,0511167918
86365,1978,2265855024
62030,1997,7576325563
91625,1991,4359485648
82065,2011,7958546484
14699,1988,4457436349
72237,2002,1091886508
26194,1975,2001881695
91934,1984,0056564305
3261,1992,8341813421
3590,1996,6064854522
61268,2020,2725817371
45525,1975,4520797230
50596,1971,9291134663
92445,1984,9652731930
1539,1998,7832932788
98112,2015,6477369261
23205,2019,0258274847
12738,1975,2690852969
49014,1987,5609260181
51133,2010,4247008335
66908,2010,7868774536
21739,1990,8029692400
44603,1973,5488468381
18287,2021,8286690054
27819,2013,6262076665
2202,2021,0201173859
61443,2011,5842592345
75123,1992,5873195330
87626,2013,1848973925
87481,2007,1802200572
59015,1986,1834124168
40426,1977,4027418902
74553,1976,4100905706
93850,1992,5885107972
35945,2011,7301835202
27554,1977,9221395934
20426,1986,0326841654
8837,1979,7073638933
69526,1997,1300579451
93313,1982,5909195504
83060,1986,5519162813
5598,1972,3266728085
63849,2010,0688157153
55850,1971,8993974600
33225,2024,0866011394
26635,1973,5442104879
68701,2006,6029527511
4952,1981,3868994109
49090,2018,8851330429
82501,2003,2117271891
62862,1976,0374625247
24092,1995,2095815269
12738,1992,6482137947
65344,2016,0776042833
45192,2019,3900483271
27691,2011,2623466834
50998,1970,1176860846
64330,1983,2456114265
45494,1983,5088516780
47858,2020,8982222678
62805,1991,2954069623
49788,1974,0249247293
97105,1986,7166693478
61694,2023,9690137036
2938,2021,6973719874
36558,2011,6596505230
49368,2006,7042708459
57059,2005,1333956282
89792,1977,6584891596
41579,2007,0129631340
59751,2022,7120006678
62799,1972,1683391617
95112,2016,4813185431
32986,1996,3199747072
98579,1978,3704206420
91082,2021,3461339356
62271,1982,8903488496
99655,1983,1706690934
60762,2007,3122623334
56024,2008,6686360986
24593,2014,6458664227
12242,2019,8897879980
86113,2002,3037731548
22839,2016,0886162350
59478,2012,8186575075
14657,1989,1686879940
15546,2013,3656524187
36474,2005,2658980076
47298,1976,9317286683
10510,1990,8850230183
99502,2020,4532648261
97999,2004,1021204215
50,2000,0707104456
58647,1986,5619345857
18264,1997,9242692083
51199,1975,0417139003
11930,2007,2034859774
35496,2010,2942431572
89791,1977,4102391718
14380,2014,8795671928
62462,1971,6536674724
96731,2022,4403999099
12589,1978,3072782953
11963,1977,8458031479
37910,2013,5393304682
58109,1979,8907273649
50639,2006,7074825341
49308,2017,8407804616
40005,2023,5497383905
29094,1976,4933148381
12962,1977,4137937515
93871,1973,7056225089
84630,1978,5725577051
58301,1977,1327643490
55075,1988,6704302470
13727,2012,6545041427
94882,2001,8685664164
47502,2021,7909189787
84368,2011,9357979428
79362,2016,3199952452
77026,2013,9544705554
76583,2015,8519071911
33241,2010,5952790214
85101,2000,0644957197
73612,1987,6521609181
31459,1984,1038633385
8706,1992,0073102878
30928,2022,6761217456
61047,1998,0390388942
82751,1985,6891020863
44182,2007,0489726111
22122,2008,9642022267
8181,1980,5627205829
20655,2003,9672526774
87714,1994,8627976727
33063,2008,6260303678
12289,1984,0883630345
96751,1973,8109119662
12996,1983,5532106140
65130,2002,1297190109
88656,2020,9332257149
36332,2013,1614688648
77137,1991,7647430454
75848,2011,9422786246
23758,2022,0745442256
46903,2005,6531516154
34179,1978,1391308755
36644,2015,0558866317
9397,1971,0771622645
75997,1995,3201815494
96065,1976,9240189119
87213,2018,3823833878
57115,1971,8425960097
80880,1978,2333265743
4389,1972,4585849499
51553,1991,8478357039
75846,1997,1410847358
16722,2019,0866524240
1665,1975,1768246060
92242,2020,1335450799
84984,1983,2954275379
97105,2004,6724964489
10089,1970,9847617668
58118,1997,6917081901
93615,2018,5702780871
17381,2001,5553594986
43361,2010,4319453030
89668,1989,7204511901
16120,1982,2078854175
24107,1991,1229985991
96532,1978,7484025390
44332,1978,9738117715
13255,1973,4954669457
2327,2005,2653209519
31437,1973,1643279063
42882,1971,6650685257
79502,2015,1561423610
33953,2002,9372595151
16789,1979,5750804391
9795,1998,8616029325
67368,2012,2622845408
11191,2020,3089965970
29152,2021,0410987964
32056,2019,0243383048
56204,2015,2875841679
65566,2018,3712008345
8054,2014,2510235221
43868,1999,0359074004
22971,1981,4608253483
56391,2021,4330571885
18369,1999,1413127539
85010,2000,6733259324
70576,2019,4363164211
32082,1983,3850964488
21890,1998,3468937065
22709,1975,5096580237
60833,2016,9660914561
18282,1999,0254522590
19096,1973,2605169322
90337,1990,2590080309
76897,2011,2436657896
73192,2000,9095741631
20370,2019,5888266894
13382,2005,6032835188
8895,1982,4915728472
54615,1995,9693334247
58633,2007,1497915489
86655,1978,1680753565
5781,2024,5029018566
54422,1983,9980558017
87823,1998,1090041257
29396,2007,0072071390
69319,1973,9000422008
56914,1989,9726271365
19304,1994,4834196460
16,1995,7018628585
14395,1973,1703372786
89548,1975,1030260013
6303,2000,5695579551
61227,2013,5638976828
2752,2014,7927807905
12613,1992,3815184562
6465,1974,4193406452
74867,1987,8611242243
37047,1972,6521367048
9032,2015,8595091390
8733,1980,2138276393
19478,1987,2955511850
53322,1972,4079640577
67965,1996,8934140241
65108,1975,0378537188
44806,1977,4140880268
68217,2012,4655817175
3182,2018,0436664149
69254,2011,5311303098
37996,2010,0253478648
77194,2014,1981526360
75453,2009,5593336184
99866,2015,0437709164
7472,1978,4811937308
58280,1981,3048808467
73273,2008,4492451673
8051,1980,7102077904
21350,1999,8116084839
43232,2018,6625441715
1146,1981,9701037414
85620,2010,9945319678
98983,1991,3101072009
67844,1993,9359428802
42331,2007,0780485548
81567,2020,3345790527
88992,1988,1927166655
95291,2000,4703666033
78557,2017,8803683949
24847,2024,8193127620
78271,2009,9939598214
90437,1992,3906585072
8762,1993,9407295330
8111,1973,7524784282
38800,1989,3014148270
90078,1976,1796712715
45662,2016,9235738332
83188,2015,0839059457
8548,1977,0990044401
58902,1974,0955207281
34306,1992,8234043795
15964,2017,9635118952
48673,2023,6128963022
78631,1983,2808701962
16401,2004,3457473591
48715,1976,0172807825
47587,1976,3264373417
13208,2005,1414806360
50099,2023,7141141025
15389,2023,8827908041
96437,1982,4339985414
33619,1971,1420101197
80261,1997,5387345324
62909,2005,8296957137
77337,2002,0148484686
6126,1997,0209395536
30605,2005,1249677137
35180,1970,3987820213
50080,2000,3619617412
27782,1990,8838108905
77311,1998,1803118045
68709,1992,8580244854
54632,2011,8587173495
75327,1987,7982463783
80998,1985,1045406903
75653,1970,3943482359
79323,1998,6833868148
57575,2000,4163250174
80771,2020,6777019406
31742,2012,1462815360
73551,2008,1657516829
53138,1989,0054593951
15416,2021,3432563733
78907,1988,5176530623
13561,2021,9057065499
15324,1980,8801487432
27293,1986,2678073675
47839,1972,6369913895
52619,1985,9271891730
73599,1989,0067622804
57157,1984,3980146233
6797,1996,4472478391
35798,2020,6959998182
55654,1988,6394026587
90489,2019,1330113459
35385,2002,9239978515
345,1970,5962904690
64667,1979,7654882883
60907,2013,4783986494
51412,1977,2664227050
13761,2000,3282893879
56963,1987,0146598341
79139,2009,9231491090
71654,2011,2844062457
13704,2007,5119883240
3030,1976,4996575063
36659,2002,9931212791
19781,1992,1014049910
83706,1994,4417576778
17458,1981,4720678981
80905,1973,2149659773
19974,1980,0099627598
37175,2022,4176322180
52031,2008,3660631522
30152,1998,8531479127
