CustomerNo,SalesOrg,DistributionCh,Division
59483,7521,954,8009
71588,7701,4159,2846
92813,8069,1620,8160
46035,4780,4205,8737
11994,4152,7949,4034
93448,6871,7390,8023
5320,5524,2267,8685
35834,8432,8419,1197
29787,8464,3852,186
99971,6538,2016,2913
10870,6242,7064,5953
40297,1823,8169,7868
95691,1864,9811,9034
52167,5905,150,8501
93301,8586,3374,3161
11242,1386,1033,913
10685,6012,8752,5211
98188,2104,1052,7771
68131,1251,9385,7315
33844,9445,5649,4328
99151,566,1706,8877
2588,5313,8989,2348
36331,4986,8276,4826
3975,6485,5730,1313
30297,5301,6334,959
79385,6578,6133,7042
68224,8528,1840,492
62333,8612,7277,1200
54987,53,580,3074
51673,9713,7808,9757
82211,9656,4232,5948
94400,468,6561,7528
91051,1392,8640,3463
4784,9531,557,3752
27446,2067,6474,7903
89463,6214,263,230
19893,5160,1838,961
99240,4441,9408,8714
96026,5923,9453,4826
26014,4032,5116,2385
52689,982,5752,496
49127,9565,9583,7584
69876,9345,7018,9160
52691,7673,408,8507
84463,4760,6689,1180
20649,3204,5266,7296
26583,9779,3040,346
88940,3951,2527,6066
63830,9205,2284,6937
86758,53,1625,3491
31466,6225,1988,7462
28828,3931,9305,5359
50031,553,1961,8036
11508,3650,5279,3550
75123,5956,6071,7996
62176,7793,5421,755
25821,9757,2277,7706
37882,2978,3380,1357
109,8495,9259,6126
10952,1468,107,2578
65983,3657,2900,3818
59793,3794,1386,4556
69022,935,4717,8715
64559,971,6058,7333
24030,2687,2538,3189
57075,2776,4820,2920
57869,8191,8578,3536
5474,9558,3808,9888
73442,1678,1598,2402
28256,1487,5255,8603
94716,547,406,4586
51238,3667,5425,4
658,3739,4221,8629
89557,9056,9623,7477
10893,9288,8021,149
47269,9215,4994,6131
93246,6768,4019,5735
57456,2436,6717,1129
78380,683,2885,2592
14952,8394,7225,5559
24312,6039,4366,697
52844,8723,2342,5011
30261,4570,1001,6159
43866,3633,5240,2951
14052,9098,6243,5193
92228,2385,9214,5538
12593,6049,1238,8314
40223,9361,8693,2522
89101,6205,3326,7216
61432,5678,3787,199
53225,7626,2234,7839
29160,7624,8735,9379
34636,2676,8835,2955
51074,9089,4428,9535
43830,2009,8190,8068
83553,1486,4792,1476
5797,1066,3111,294
2351,101,8108,3382
85432,3730,8056,4744
72503,2264,7422,2620
66168,3607,7370,2816
62909,5067,8610,7397
41298,6876,2614,7302
26296,1396,3002,8798
93698,5561,3257,5746
90336,2437,8084,8496
55013,3684,3357,6673
81687,2874,6661,2130
54254,2919,6979,4828
41551,3678,1384,1066
68169,2367,580,5362
503,3608,3717,1195
91819,1856,198,4835
87757,9761,2839,2237
65233,2303,6023,8956
21166,2115,8489,4827
69051,3753,6391,4752
36747,8060,6615,8341
25064,9404,1088,934
44700,4857,7507,5176
75485,4949,2783,1840
48810,3261,6396,714
67871,7583,4582,183
6212,2377,7534,2421
67564,9557,97,6967
4211,1979,7915,5333
77059,6786,3357,4643
1715,9861,6713,5011
39770,9440,8023,8933
70107,7617,1064,7316
31543,8353,3382,8941
30294,6673,6033,8369
27793,6702,32,2653
86279,9271,6952,2280
75211,437,9914,2394
98515,5238,7363,5689
11980,1350,6517,8466
22306,9481,4704,7210
80843,55,8748,1869
29177,3396,4183,9952
49655,2464,121,6300
28932,4737,3989,7391
54574,9416,8260,7326
94503,640,3513,820
53518,7329,4707,8963
95744,2447,9288,6410
10807,823,8885,1403
55107,3258,8186,1747
61431,9,1885,9000
9896,4027,3769,3868
59822,8174,207,9861
98260,8667,4863,9305
213,6824,7284,6226
23846,2656,5698,5409
93362,6701,4076,1656
36436,4542,8183,4361
52625,7941,8315,8928
21446,1593,9789,2427
90460,8722,7623,5733
64413,7855,132,7746
91036,5326,4755,169
61999,5368,1864,1616
77511,4038,7589,5112
51402,110,4060,3370
21548,2550,5723,9624
18989,1326,7979,6189
44460,5086,5080,4604
28694,3840,400,1557
93327,4598,9904,5572
76108,3820,1166,4200
34708,5880,1640,9967
72922,3130,9206,7460
21242,9811,9800,8324
73617,9204,4472,4414
52488,5848,4413,8038
74041,2088,6305,2267
99886,9956,2701,1217
22958,6627,6987,4999
17703,9542,8051,3766
46063,5438,8263,7475
24707,521,3515,9113
3275,2786,1077,4116
75376,5888,783,7219
16708,4127,1367,5574
43485,3439,9976,5926
94024,3732,4688,1642
45959,993,9223,7414
4684,4283,1941,8979
92116,5633,4010,234
72279,2813,2455,5869
74955,4968,8991,1059
72757,7580,9183,7819
75645,314,274,7031
87831,3318,6206,1536
69871,8702,3682,330
29559,6826,6028,8920
89283,5439,3053,1824
61349,9920,558,8356
79050,3465,6789,1105
11849,5745,9114,6369
89020,177,9879,3028
13019,578,7424,979
27810,1127,4811,9909
7352,3544,3585,6736
86757,3459,1930,1790
95648,40,1103,4558
76950,6035,3285,3112
16032,3301,727,4339
22180,4322,1313,2951
46209,3443,112,4305
92847,2275,1415,4856
79886,3675,5519,7539
12276,5425,172,3906
51540,4183,6144,1267
2099,2769,7404,2835
22323,9895,2955,4325
73097,6171,3250,2812
80413,3380,6620,1861
45775,2175,200,8976
84395,5505,8962,4161
13547,4939,8536,7907
57460,8928,3660,8438
32728,961,6911,4902
95422,2694,4061,1979
15344,2210,7264,1587
16481,3177,1961,5937
99633,5520,7243,3802
94092,5627,5898,3601
54819,1278,2766,8644
11057,1826,9176,7038
65441,1717,7888,9167
48007,509,8264,5609
56962,2581,7826,824
42116,6625,495,9402
40529,6297,7277,8351
82891,4959,1750,379
52960,2745,9680,4311
18288,7019,6061,6100
26951,5768,8344,1089
57537,4913,694,3934
51040,9136,3939,9923
51903,4435,91,778
92649,6636,64,6120
59730,3056,7453,8359
56350,7307,6636,778
93461,1166,3135,129
65962,2318,932,7886
39915,1330,952,2167
64458,9018,1140,9371
98951,4715,7364,2689
23439,4744,7566,6258
44128,5822,410,3605
77230,2788,7442,3947
59849,7128,2968,8227
50454,6191,5708,3797
77494,17,6809,348
68997,8850,6057,5682
67566,407,985,587
7886,5220,5703,8094
87045,8158,5207,7131
88494,7447,8870,2924
83870,9534,9778,9985
5554,1312,5491,2450
665,2440,7883,8858
33676,8474,2934,1454
25368,2564,1176,9630
29643,9163,9962,3235
71795,6759,1156,6526
68532,6260,9693,4057
54927,4553,6583,9208
97710,6855,8907,1910
37604,6996,470,1080
33480,431,4345,2522
2291,1629,5002,7405
59648,5007,4531,1006
57329,2285,6420,42
17871,1022,4873,813
38609,5383,4830,1754
13006,9546,6043,9343
20416,4795,4709,3284
37209,9747,1017,1174
89998,1746,1924,5172
59176,1775,8382,6377
22389,9234,3259,8250
4513,7235,3456,4043
53727,7618,9216,6204
65304,4304,5742,2660
85224,3897,5163,9647
20202,5475,577,413
97473,4750,6050,8007
25838,3624,1836,8571
48763,2537,5189,1945
88670,8361,4864,1919
46438,3525,4298,1844
97115,2795,5262,3631
39113,6861,6094,4876
93551,6146,8754,8690
80298,9190,625,9311
29450,2519,8749,6379
83582,4461,5272,6949
11632,4804,4847,8223
61231,354,9372,6486
65457,5259,8538,9465
11988,4252,7418,8469
83727,6830,9433,3424
38564,5595,1149,4015
19144,1444,2337,6061
14570,8257,1012,3682
90105,4356,200,9249
96101,5086,8594,2898
60295,2322,9851,9900
2175,7523,1474,9123
71678,6903,7591,2023
80651,8179,2032,556
84899,2819,2929,8542
17454,7725,427,8782
27692,9768,3983,8696
14578,171,723,5612
10786,59,2707,6012
49205,2381,9395,7148
40664,8114,7524,854
84597,9520,1625,8733
53825,4872,8546,5418
39615,6589,1508,1873
53590,314,537,373
94075,3093,8130,3423
32894,1732,283,5492
7686,1305,982,6629
97558,224,3177,1626
36804,1012,7042,8210
67016,4897,4822,7596
82482,7017,3260,6945
68003,2815,3807,5609
14941,4696,8972,8741
17262,7036,5421,6530
70576,823,6103,2250
78673,4352,9050,9158
61387,1135,8302,4310
72655,6850,6921,1311
32678,1921,3546,1892
16872,5287,1449,62
62455,7875,6639,9248
29912,2527,4007,7516
83561,7900,3650,703
57285,5947,4332,346
70364,5033,8161,750
89257,6109,7589,1851
70599,1260,4874,9916
29800,1177,3394,9967
88629,6127,1104,3406
36655,9367,839,6006
86817,4323,685,1965
98083,8950,3828,4451
25150,88,1942,219
68995,1048,6372,5679
88079,5320,3163,9455
18717,8244,2854,1448
69564,912,1011,2089
14193,6881,7163,2712
28366,4740,29,8166
58818,1051,9424,1324
23834,1775,3010,7021
19182,9777,6701,4088
41975,7285,2344,6062
50965,6025,5911,492
63646,7387,4377,4264
5075,4659,6737,5441
19355,2693,6347,4915
55194,5590,1873,4465
37486,6462,8225,1046
67783,184,4139,6367
86744,9450,4788,9886
66936,352,3460,7465
59776,1080,7490,8464
6174,2528,5702,293
28632,4840,8416,3218
74685,4192,1301,9677
83880,5112,3924,2032
49748,3884,8880,6751
8866,2338,8449,9329
29017,266,6556,7504
46997,46,7971,8400
34934,9346,7893,7592
10597,598,4301,7650
56339,4223,9530,3264
18276,9489,5918,5886
77606,5616,1513,5534
4270,7005,5263,3189
43734,9053,1795,7058
18158,2829,6865,2186
95000,7392,6090,4289
27245,266,6488,7834
65045,6716,6442,9779
80780,1107,4139,4055
36775,6621,6895,1204
39902,723,5647,4644
91298,4603,510,2584
20120,2073,8180,8049
34338,3329,28,6512
90361,5690,1493,8492
77402,7679,6461,1250
98370,1287,9127,9747
42813,7258,3074,4752
47153,5999,15,3166
55571,5451,4603,1928
75366,7670,2301,8766
25928,6143,8440,533
90148,1879,5181,7467
56745,5328,4497,6582
13732,4434,4367,6566
60321,6623,7204,9735
2061,9548,4197,224
43755,7391,5454,5592
67022,677,3503,7930
85687,5975,8959,6778
67197,4125,5420,8716
92356,1049,5504,1456
92007,2067,9944,6882
89880,5097,3482,7541
33411,2674,1429,9767
41676,6899,2314,5005
40270,6339,1752,8765
48751,3240,6380,1127
82165,348,3650,9370
41196,4747,1810,8915
93580,7403,2687,6348
55766,3233,7719,8672
721,9924,1306,4414
68530,5608,5930,9242
58577,512,8456,615
2339,2687,6229,194
8397,7226,3466,6132
94605,7024,2524,544
86718,4290,6460,7516
57868,9766,5087,5926
66423,1362,1214,3265
57414,6495,1987,4825
62447,1145,3935,3753
36322,8812,7390,8449
83251,3783,9878,9476
90586,3718,3166,282
81868,3574,5911,1968
76513,5848,3717,8184
85830,6832,5448,6781
65028,473,9836,3633
73560,9703,1446,3487
59655,3855,3109,9384
69562,1690,8498,3399
43922,1232,4549,7374
70543,9133,9218,7958
20707,3569,5993,3240
10334,1832,4850,8079
21387,6206,6762,770
7139,6405,5995,3436
44777,7517,4183,420
37508,9436,3049,8861
2508,9405,5956,3128
58650,4372,6731,6546
51252,5441,2810,926
17861,8313,2125,7311
59314,2475,4750,9281
70749,5317,7571,254
43909,9455,9738,1364
47180,1434,949,5732
28037,8157,6646,7514
84357,2204,9854,6135
34015,8713,6823,7022
39322,5131,7948,2463
38436,5893,3020,2203
25833,6044,3065,7585
66648,7045,2547,8033
64447,9697,1063,2164
92663,246,403,1969
92693,6369,9239,2225
42562,1373,7286,1626
32436,754,9945,7515
62521,5897,7445,1405
18037,628,8974,7810
30206,5526,6585,3730
53929,6549,1973,9131
99715,6554,663,9757
97637,7898,8686,9424
67019,3292,7670,3565
58181,5538,415,9793
14084,2692,397,4781
51622,370,5652,1352
74638,9867,3776,2166
16677,1368,5099,1988
77784,7503,5607,5976
62006,527,5538,653
81539,7076,9104,9811
8518,8970,3272,4761
85389,4620,6268,8515
75660,3560,2764,3966
93655,1096,9522,5573
39364,3066,8311,9641
93641,8301,1056,9042
2008,3657,3983,7841
12599,202,4147,3855
12088,473,551,8936
57105,7380,2034,5568
67727,4013,9027,7170
82680,7625,9416,3334
48106,6034,4211,8785
79852,2505,683,1629
24612,9270,8846,5587
40413,3333,670,9732
50458,2901,7750,1936
79382,8818,6778,5629
15800,9178,1549,2951
20710,2474,3809,7962
14213,5476,284,1960
99723,5668,2437,3856
38363,5057,133,4256
39755,5120,9002,2805
97934,6286,1862,3324
36979,1412,1718,729
10440,5672,1357,1647
6738,2880,2601,6154
62935,8317,348,5904
28612,4083,6599,4589
52661,2450,85,9864
69312,7248,7272,4094
39840,8457,398,3994
60964,4535,215,1269
39801,4300,583,5937
23824,4039,2634,2293
38721,1041,5539,5117
33508,9627,7661,2294
26421,675,6586,8513
41343,7461,2833,4014
19984,88,2313,578
50718,9081,9564,4558
66436,4231,8706,3101
59804,2253,9740,2654
99261,5602,5043,6828
98315,9317,1052,2914
88714,6618,1205,295
23163,5489,9491,1052
58507,158,1573,3958
31895,7821,5111,2662
54220,1113,2574,576
89460,6734,5161,3263
30833,9897,1122,8882
57803,1343,1727,4632
68732,796,330,2906
38886,2003,6628,6705
24045,5696,4349,8604
64295,8539,2002,3687
83468,1317,7603,4323
41408,4195,7062,8031
8418,7907,7185,8406
93566,5358,6863,5099
33903,1220,7235,6372
23124,3486,8743,8389
9402,2141,7865,4352
50047,1096,5788,6108
20982,8919,7701,8684
45442,7125,3994,9891
8272,3,2127,8999
19972,7446,9265,4853
46396,7742,8526,7477
39528,4104,4488,1026
38418,8024,5651,9142
3866,611,7764,9427
38521,7122,3769,2986
7437,8059,5865,7622
98899,7080,5354,9768
31235,7855,950,2140
9703,2026,6878,4761
17549,3739,4498,5751
37215,3688,1164,5691
34563,6730,8659,1513
12822,6524,4746,9110
66842,5558,9692,1886
79151,2618,773,5439
55951,3589,2100,6027
55277,3790,7669,4418
78659,3216,3499,9477
55449,4057,3860,509
2596,7222,9154,3572
62108,7336,3452,5150
81495,9834,5307,3232
31328,4766,1549,2856
89791,2154,3872,3608
13467,557,7523,8377
29635,7638,8002,7033
98843,8309,3092,9875
13641,5688,8541,5954
28895,3713,4449,5429
66280,518,7375,666
38818,682,9882,7969
69373,7641,8678,9346
24971,6403,6576,8613
8827,4301,4677,8193
37561,9689,9857,468
45871,787,880,7262
24733,6963,5424,4721
33656,8223,3593,9787
67053,6504,4271,8354
5514,3434,6008,2385
32101,8446,1653,7365
52256,9175,4926,9889
89914,4051,5643,9099
96860,9238,2022,2045
72546,8355,5160,75
20729,5276,7557,7805
64114,7191,8236,8187
74138,1418,8368,8276
10126,2304,7279,4687
29658,4166,4190,7490
65574,6606,7177,1812
67371,1560,3977,1902
90727,46,3930,4059
29922,3022,3043,8120
71811,7229,6893,6531
94127,8416,4591,2032
61539,7425,2757,6019
61524,5237,4570,7658
29893,5681,6895,2519
18566,1202,1010,477
7176,6027,1264,1816
63214,1285,1962,22
99578,3587,2349,6163
43062,4152,2455,5377
98864,5969,9913,5511
97524,4601,1106,325
33574,244,3883,7986
41992,6502,2387,8519
90949,9420,380,852
54841,8584,1931,4243
13962,9686,2029,9119
57948,6729,5533,899
90976,9760,7885,7437
74964,4316,7336,5306
37548,5874,6003,3160
20155,9445,5349,7886
62629,1609,787,6203
44423,5265,9903,8758
94060,7507,8980,96
86140,7762,5234,4611
64703,7379,2649,6749
3734,6395,9995,2060
64686,6236,63,3818
2306,9008,5031,2726
51938,2490,205,1641
58380,6239,7666,9736
44496,5169,5165,3634
43484,5366,7244,5691
19952,8728,5252,2376
18754,549,9986,9297
51376,2785,7999,6129
31814,9364,32,9573
82033,2031,9961,6474
23687,5356,6636,7587
33645,3335,5365,9173
69709,1938,6080,7679
34467,4727,1311,2510
40647,82,7833,5696
17293,6072,9637,6649
70668,2246,9641,1545
98206,3154,4845,2972
55698,6886,2601,2131
74857,2685,7557,4732
37355,8784,6685,6817
94988,7401,4544,6
64088,4849,4871,3555
52004,9526,81,3163
56411,8888,5419,5207
59464,8672,7385,5891
54630,810,5214,6860
31058,8007,8223,8919
11753,9213,576,2535
26434,1772,7030,9653
11962,911,9310,6652
91301,5110,6102,3018
77863,1001,6787,3857
66497,4623,9755,5000
65860,5673,6767,8212
53377,9072,6123,3920
52973,8244,7086,5572
37639,3960,1786,4789
27536,339,1091,5949
68137,2893,1079,8712
30055,477,1192,5150
29977,3467,321,6447
32419,7445,4955,6714
76386,7856,9656,376
81524,6163,8509,8298
56097,2964,9243,6589
81214,4506,1324,2429
94791,2006,4789,5910
11210,1559,1445,2593
84809,8120,5371,7674
39231,6895,221,2218
96295,8117,6685,4137
97497,1859,653,7488
81274,8427,4879,4806
32893,4737,2802,1137
84439,9026,4457,6966
39910,3988,9655,3862
26970,9622,9304,3346
24778,7164,3772,6883
28802,8481,1103,5571
61973,5740,9650,3951
8569,5508,2584,4844
63076,3794,3923,9077
87065,6563,6856,2892
64835,2729,6673,8013
30817,8803,2770,475
91613,8456,6342,7033
12523,4238,6128,9276
89736,3522,7163,8149
95420,8805,1710,396
27885,1853,2986,180
32320,2622,7708,4161
52164,4346,2010,8989
27380,1184,813,6320
96412,2638,4478,849
65947,7099,8303,7040
25529,5725,3507,6441
73667,9899,8579,86
23630,127,3721,153
52946,2457,8494,7015
15670,8313,8508,6205
46767,5076,2449,8159
85431,9190,4408,1326
69852,2871,74,4234
28179,1812,671,7282
398,150,2023,4292
54125,4678,4834,1904
96536,6030,3602,340
95999,3011,8614,2777
49616,9531,4532,3557
48195,671,5864,6725
98776,1624,8955,7661
93664,3012,1261,8642
902,8219,5517,41
92567,3604,634,2048
54736,1951,7770,2859
79164,2439,8008,6025
14209,8144,5251,5789
42171,1858,5291,9040
99733,8923,2928,4335
21623,4112,5321,504
35614,9163,4874,7832
87694,9609,7732,6575
93058,2064,1668,6388
79556,4869,2762,8341
12750,6546,3098,3843
6403,8786,9436,4050
2275,9554,7289,9157
70117,4615,4724,9377
29414,8403,7605,2988
31882,9221,5302,2973
67425,6900,5782,9321
62194,3530,1176,2604
53947,4636,372,4914
77856,4825,7922,8151
2760,8261,204,1770
62814,5602,2786,9416
8849,355,2607,5441
28388,6978,4219,4612
25253,1350,6475,8505
61834,1268,7853,2776
59877,6011,4841,8082
18744,3624,3163,7198
55190,4454,4088,9676
62182,494,8949,9272
47107,2668,3743,8512
41764,7931,4484,4664
99434,4108,4285,752
992,2650,2163,1074
52511,9928,1589,9710
52008,2610,2426,9151
51083,5338,9751,8559
9517,6131,73,4904
48524,1011,1784,1348
50885,9701,2884,3287
21,2774,9361,4833
97499,5056,3867,996
45404,1714,2633,9337
53480,9814,363,6199
49074,2180,4730,7239
78050,7084,5671,2045
67060,4199,7951,3628
12224,2994,7782,3552
41596,300,408,8306
26743,5619,5479,1573
53180,1524,4838,4949
58129,5252,7512,8155
16968,2196,9513,2667
99986,467,2544,969
69235,1962,3330,571
15635,2445,1137,6728
52669,3008,2495,360
73914,317,9641,7461
7183,546,3597,8604
89888,7901,6706,9326
86716,693,2264,360
26048,5313,6980,9287
84242,456,7025,1742
5584,9598,1299,789
86120,2718,6825,5494
26738,6022,9864,2335
17846,9897,8188,4891
75504,3246,6835,8548
98286,3921,2631,5873
67033,8146,694,9257
92385,951,7373,8229
35615,5907,1629,1735
78272,3053,9909,4540
75963,2622,3478,6920
39705,9829,9946,1732
31645,1505,4066,2152
63938,9545,1467,7719
51958,9827,5731,2591
45297,6274,6274,6570
51066,2628,3957,1536
67586,3083,9072,5677
51647,4900,5485,8747
61791,7317,2548,5913
77840,883,6799,1280
65557,9260,4575,8725
425,1528,6400,9426
31221,2373,8493,178
24742,7159,9713,4071
84894,7433,4197,9525
60464,7232,4025,4829
92015,3703,5182,5992
69263,3015,785,5640
99938,8604,80,4082
8836,4723,372,7891
40354,7912,9118,3356
37387,9518,1939,6261
72680,9406,6638,1017
97336,4544,6211,5134
43943,2536,5248,891
43627,8655,8890,3111
27157,2201,4275,1382
83660,2433,6774,2312
41940,3512,9622,5123
87751,7350,5453,8217
42974,8301,189,4012
11044,7401,3828,2272
15775,3037,1291,7484
69323,9888,4464,9558
64580,8240,3546,2746
88848,2940,6293,2297
58634,6051,1996,1421
84200,3536,6556,4004
71408,9611,6856,2719
75956,1052,9001,4241
80990,9423,8717,1142
80634,8094,6405,3689
4290,3421,901,8266
93630,4702,3545,532
5328,4890,99,9766
38225,4258,8840,6437
4437,5605,9685,5197
71213,6622,1717,872
37127,7463,2815,148
91638,3297,7054,5807
53734,9450,9831,1871
72407,1750,4475,8752
53202,366,1157,446
57443,5823,6079,9574
34604,3106,9798,1270
73884,9310,7251,8141
32390,8368,7023,1656
46917,5953,6916,3130
64085,2568,5614,6537
22315,78,1046,8095
31409,3525,7104,2817
88733,8820,309,1574
21484,7236,7168,3667
48538,6654,5684,8912
40444,262,9085,6780
21517,8246,593,7241
44784,9030,8682,4004
48977,3986,5709,9706
77012,8805,286,1995
66675,3291,2252,3389
13701,7736,8740,3765
8658,2045,976,5970
66420,9826,6817,9421
64529,2465,632,323
28886,9454,5388,9474
18347,6438,838,1381
56255,4091,320,1457
16345,7306,2552,4806
99693,6458,6614,4357
12803,5035,8182,4200
22027,9546,6878,9268
59955,4884,6261,332
55562,6639,4855,182
41553,2524,3421,7880
68640,5173,1961,141
66348,1357,4471,1326
82314,379,57,3439
38962,245,3870,3639
732,6251,7583,8590
34785,6306,1363,6372
85622,5199,9993,4225
33692,2178,7088,8227
24303,8924,5605,1618
55315,2666,2142,8211
55008,746,6812,5949
91490,726,6207,5312
99557,8839,5506,9333
83737,2075,6980,496
58611,483,1269,7907
49115,6281,4747,2496
61280,9014,5102,3465
69875,953,7283,3261
77635,8759,231,2105
45159,7686,4894,8469
70137,4671,5126,5275
65041,5213,5727,5191
1386,9076,5001,8397
7472,3884,8384,2100
14089,8740,7218,5327
2226,2869,5370,6004
64082,4906,293,1760
30883,8686,5028,694
33726,4514,7217,1163
13426,3633,7290,9403
94695,7743,7749,9838
15,1852,2748,7761
36385,8443,4563,6033
80996,953,685,4412
44465,8252,1047,1097
17548,7823,9657,5876
49533,2266,967,3000
6245,7521,1988,5676
32348,569,76,5045
99315,4272,2259,6354
17218,78,6379,4187
57972,4941,6435,6110
55291,5682,9641,4561
83152,9695,6262,5872
43309,7959,6498,539
81411,7649,1346,6312
36140,878,9056,4711
4494,3015,9383,1313
19180,5387,7073,8751
35817,4530,5446,6360
91151,4308,115,3060
70501,8409,5546,1693
97573,7557,6757,5852
43835,1366,9979,2327
30783,9677,2738,1056
8939,7998,4176,9862
27460,7843,6750,4634
24482,4171,6653,9310
82325,7842,5963,4490
418,1737,7555,1672
60460,1632,7866,764
95850,7107,792,9021
71571,9336,7750,9047
72304,7129,4847,1388
58258,8656,757,659
94460,1886,5734,330
77161,5010,5404,2451
55395,714,9699,2333
45843,111,206,754
35883,1777,1595,4266
95461,8379,528,4446
99838,3698,7189,7762
25631,8788,9083,2962
37134,1594,8156,9254
40218,5979,6898,561
54291,6732,7467,5695
47418,3916,9293,1796
2485,5951,2942,6771
44396,6112,9215,8245
38620,8114,3798,7096
26099,2931,1681,5056
47585,1445,4089,7015
71135,2228,5691,6486
3986,837,9594,5751
20039,1534,5317,2302
92430,1258,7518,2530
27435,5105,5985,2924
57207,2113,9803,4125
9338,5898,6291,8376
84842,5989,4852,8030
96119,8270,3231,5601
41220,4095,6813,1315
70077,9806,1391,7165
97874,4757,6485,4116
44728,2289,6208,7965
91506,9542,9869,63
1701,1288,5844,6155
46872,9148,2888,7138
